data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/08/2023, 13:04:54;0000001;987;Rght Crs Lft Rght ;H;13;1;6105;
05/08/2023, 13:04:54;0000003;312;Tribute Tiara Tribute ;C;14;2;9061;
05/08/2023, 13:04:54;0000002;845;Rght Force ;I;7;3;7483;
05/08/2023, 13:04:54;0000001;958;Force Tribute Pendant ;F;2;2;9266;
05/08/2023, 13:04:54;0000002;436;Force Pendant ;C;3;0;1363;
05/08/2023, 13:04:54;0000003;312;Pendant Tiara Crs Tiara ;D;24;0;7943;
05/08/2023, 13:04:54;0000002;845;Force Tiara Rght ;J;18;3;4407;
05/08/2023, 13:04:54;0000003;582;Crs Tribute ;F;11;2;24;
05/08/2023, 13:04:54;0000002;582;Force Crs ;E;9;2;5993;
05/08/2023, 13:04:54;0000003;580;Tiara Lft Pendant ;D;17;2;934;
05/08/2023, 13:04:54;0000001;658;Tribute Pendant Force ;B;19;0;5458;
05/08/2023, 13:04:54;0000001;256;Lft Force ;A;25;1;1807;
05/08/2023, 13:04:54;0000001;580;Lft Rght Tiara Pendant ;K;8;1;9556;
05/08/2023, 13:04:54;0000002;542;Pendant Force ;A;6;2;7770;
05/08/2023, 13:04:54;0000003;658;Tiara Tiara ;C;22;2;9235;
05/08/2023, 13:04:54;0000001;580;Crs Crs ;B;5;2;9573;
05/08/2023, 13:04:54;0000002;658;Tribute Tribute Force ;J;13;1;3814;
05/08/2023, 13:04:54;0000002;312;Crs Tribute Rght Lft ;H;19;2;5462;
05/08/2023, 13:04:54;0000003;312;Pendant Force Force ;E;9;2;1504;
05/08/2023, 13:04:54;0000002;436;Pendant Tiara Crs Tiara ;B;25;0;4863;
05/08/2023, 13:04:54;0000003;312;Crs Crs ;I;2;2;1772;
05/08/2023, 13:04:54;0000003;958;Force Tiara Pendant Tribute ;A;18;0;8944;
05/08/2023, 13:04:54;0000002;852;Lft Rght Rght ;B;8;3;5495;
05/08/2023, 13:04:54;0000002;582;Force Tiara Pendant Tribute ;D;16;1;8555;
05/08/2023, 13:04:54;0000001;256;Pendant Crs Crs Crs ;D;4;1;8927;
05/08/2023, 13:04:54;0000002;987;Crs Tribute Rght Lft ;D;7;1;7382;
05/08/2023, 13:04:54;0000003;256;Tiara Pendant Rght ;C;15;1;5778;
05/08/2023, 13:04:54;0000001;542;Pendant Force Force ;J;11;3;4630;
05/08/2023, 13:04:54;0000002;512;Force Force ;G;16;0;683;
05/08/2023, 13:04:54;0000002;897;Lft Rght Tiara Pendant ;D;21;0;9177;
05/08/2023, 13:04:54;0000001;436;Crs Pendant ;F;2;1;4868;
05/08/2023, 13:04:54;0000001;436;Crs Lft Rght Rght ;I;9;1;3045;
05/08/2023, 13:04:54;0000003;512;Force Tribute Lft Tiara ;D;12;3;145;
05/08/2023, 13:04:54;0000001;958;Tiara Rght Lft ;A;13;0;4859;
05/08/2023, 13:04:54;0000002;580;Force Crs Force ;J;14;2;2018;
05/08/2023, 13:04:54;0000001;987;Crs Rght Tiara ;H;16;3;778;
05/08/2023, 13:04:54;0000001;582;Crs Tiara Tribute ;K;22;0;2952;
05/08/2023, 13:04:54;0000001;542;Force Crs Force ;I;25;1;8496;
05/08/2023, 13:04:54;0000003;845;Crs Crs Pendant ;B;9;3;3641;
05/08/2023, 13:04:54;0000001;256;Tribute Rght Crs ;G;8;1;3214;
05/08/2023, 13:04:54;0000002;845;Force Crs Force ;D;4;1;2260;
05/08/2023, 13:04:54;0000002;512;Crs Pendant Tiara Rght ;J;21;3;8435;
05/08/2023, 13:04:54;0000003;897;Force Lft Tribute Tiara ;H;25;2;147;
05/08/2023, 13:04:54;0000002;542;Rght Tiara Force ;E;18;2;482;
05/08/2023, 13:04:54;0000003;582;Crs Crs ;C;25;2;2854;
05/08/2023, 13:04:54;0000003;580;Crs Lft Lft ;G;20;0;6901;
05/08/2023, 13:04:54;0000002;436;Tiara Tiara ;A;4;0;7357;
05/08/2023, 13:04:54;0000001;542;Force Pendant ;H;10;0;6986;
05/08/2023, 13:04:54;0000003;436;Tribute Force ;A;22;0;1085;
05/08/2023, 13:04:54;0000001;897;Force Crs Force ;F;6;1;1982;
05/08/2023, 13:04:54;0000002;658;Pendant Crs ;E;20;2;3604;
05/08/2023, 13:04:54;0000003;958;Crs Rght Tiara ;G;24;0;2393;
05/08/2023, 13:04:54;0000002;542;Tiara Tiara Force ;E;13;3;1917;
05/08/2023, 13:04:54;0000002;987;Force Crs Force ;D;25;0;1841;
05/08/2023, 13:04:54;0000001;658;Force Rght ;J;2;1;4798;
05/08/2023, 13:04:54;0000001;658;Crs Tiara Lft Crs ;E;8;2;2026;
05/08/2023, 13:04:54;0000001;582;Pendant Tiara Lft ;C;13;0;397;
05/08/2023, 13:04:54;0000001;658;Lft Tribute Crs Lft ;C;13;3;2668;
05/08/2023, 13:04:54;0000001;582;Lft Crs ;C;16;2;9364;
05/08/2023, 13:04:54;0000002;542;Tribute Pendant Force ;A;9;0;6882;
05/08/2023, 13:04:54;0000002;256;Crs Force Lft ;I;1;3;8773;
05/08/2023, 13:04:54;0000003;845;Rght Force Tiara Tiara ;K;3;1;1177;
05/08/2023, 13:04:54;0000001;256;Force Lft Tribute Tiara ;I;22;3;890;
05/08/2023, 13:04:54;0000001;256;Force Crs ;J;4;3;1811;
05/08/2023, 13:04:54;0000003;436;Force Tribute Lft Tiara ;F;5;3;8843;
05/08/2023, 13:04:54;0000003;845;Crs Pendant Tiara ;F;13;2;6269;
05/08/2023, 13:04:54;0000002;542;Tribute Lft Crs Rght ;I;25;2;8058;
05/08/2023, 13:04:54;0000003;580;Tiara Pendant Tiara Force ;J;13;1;5537;
05/08/2023, 13:04:54;0000002;312;Tribute Crs Pendant ;A;12;0;2029;
05/08/2023, 13:04:54;0000002;512;Tribute Rght Crs ;K;11;0;2534;
05/08/2023, 13:04:54;0000003;582;Force Crs Force ;F;21;3;9083;
05/08/2023, 13:04:54;0000003;658;Pendant Tribute Crs Force ;D;20;2;7423;
05/08/2023, 13:04:54;0000002;312;Lft Tribute Pendant ;C;12;1;7702;
05/08/2023, 13:04:54;0000001;987;Lft Rght ;H;5;3;8082;
05/08/2023, 13:04:54;0000001;897;Lft Tribute Force ;F;11;2;6828;
05/08/2023, 13:04:54;0000003;958;Crs Pendant Tiara ;B;24;2;3089;
05/08/2023, 13:04:54;0000002;542;Pendant Tiara ;A;17;2;6176;
05/08/2023, 13:04:54;0000001;256;Rght Tiara ;F;22;1;9956;
05/08/2023, 13:04:54;0000002;852;Tribute Rght ;G;17;0;1713;
05/08/2023, 13:04:54;0000001;582;Tiara Tribute Force ;B;2;1;5906;
05/08/2023, 13:04:54;0000003;897;Force Tribute Lft Tiara ;F;23;3;2182;
05/08/2023, 13:04:54;0000001;542;Force Lft Tribute Tiara ;D;23;1;9959;
05/08/2023, 13:04:54;0000001;958;Crs Pendant Lft Crs ;F;3;2;3610;
05/08/2023, 13:04:54;0000001;897;Lft Pendant ;G;19;1;9427;
05/08/2023, 13:04:54;0000003;312;Pendant Force ;C;15;3;9356;
05/08/2023, 13:04:54;0000001;897;Pendant Force ;I;17;3;7050;
05/08/2023, 13:04:54;0000001;852;Pendant Force Force ;G;13;0;6912;
05/08/2023, 13:04:54;0000003;256;Force Lft Tribute Tiara ;D;9;0;428;
05/08/2023, 13:04:54;0000001;852;Rght Tiara ;I;21;3;7673;
05/08/2023, 13:04:54;0000001;512;Force Lft Pendant Lft ;G;24;1;3960;
05/08/2023, 13:04:54;0000003;580;Lft Rght Rght ;I;11;1;9291;
05/08/2023, 13:04:54;0000001;845;Force Rght ;J;1;1;2729;
05/08/2023, 13:04:54;0000001;897;Tribute Lft Tribute ;G;21;0;7933;
05/08/2023, 13:04:54;0000002;580;Pendant Crs Crs Crs ;E;13;0;2788;
05/08/2023, 13:04:54;0000003;312;Tiara Tribute Rght Tribute ;C;17;0;223;
05/08/2023, 13:04:54;0000002;852;Tribute Crs ;E;5;2;2689;
05/08/2023, 13:04:54;0000002;436;Tiara Tribute ;J;23;3;2456;
05/08/2023, 13:04:54;0000001;845;Lft Pendant ;I;4;2;3619;
05/08/2023, 13:04:54;0000002;512;Crs Lft Lft ;B;4;3;7690;
05/08/2023, 13:04:54;0000002;542;Pendant Pendant Lft Tiara ;A;11;2;8852;
05/08/2023, 13:04:54;0000002;580;Pendant Rght Crs ;J;11;0;5140;
05/08/2023, 13:04:54;0000001;312;Tiara Crs Force ;K;19;3;1892;
05/08/2023, 13:04:54;0000002;958;Tiara Rght Crs ;G;10;0;4800;
05/08/2023, 13:04:54;0000001;580;Force Force ;B;21;3;2980;
05/08/2023, 13:04:54;0000003;958;Force Crs ;E;9;2;6591;
05/08/2023, 13:04:54;0000002;958;Force Rght Crs ;J;13;3;9874;
05/08/2023, 13:04:54;0000002;987;Lft Rght ;C;19;2;9384;
05/08/2023, 13:04:54;0000003;312;Tiara Tiara Crs Force ;J;7;0;1438;
05/08/2023, 13:04:54;0000001;256;Pendant Tiara Crs Tiara ;E;25;2;1421;
05/08/2023, 13:04:54;0000002;845;Tiara Force Crs Tiara ;D;18;3;6193;
05/08/2023, 13:04:54;0000002;542;Tribute Force Rght Tiara ;B;21;2;6764;
05/08/2023, 13:04:54;0000003;512;Tiara Pendant Tiara Force ;G;1;0;3623;
05/08/2023, 13:04:54;0000001;542;Crs Tiara Rght Tiara ;K;19;0;1666;
05/08/2023, 13:04:54;0000003;987;Crs Lft Rght Rght ;I;15;0;2588;
05/08/2023, 13:04:54;0000001;987;Lft Pendant ;C;19;3;3448;
05/08/2023, 13:04:54;0000001;542;Tiara Tribute Force ;D;11;1;2621;
05/08/2023, 13:04:54;0000003;958;Lft Pendant ;A;4;3;7483;
05/08/2023, 13:04:54;0000003;580;Lft Crs ;H;18;2;329;
05/08/2023, 13:04:54;0000003;897;Pendant Crs ;B;6;2;1434;
05/08/2023, 13:04:54;0000002;845;Pendant Rght Tribute ;B;3;1;9041;
05/08/2023, 13:04:54;0000003;987;Force Rght Crs ;B;22;3;4279;
05/08/2023, 13:04:54;0000001;897;Force Rght Crs Force ;A;15;2;1761;
05/08/2023, 13:04:54;0000002;580;Tribute Crs Force ;F;9;2;8671;
05/08/2023, 13:04:54;0000003;845;Tribute Lft Crs Rght ;D;8;2;9860;
05/08/2023, 13:04:54;0000001;852;Tiara Rght Lft ;E;8;1;972;
05/08/2023, 13:04:54;0000002;852;Crs Crs ;F;25;1;8155;
05/08/2023, 13:04:54;0000001;542;Tiara Tribute ;C;18;0;1980;
05/08/2023, 13:04:54;0000002;580;Tribute Tiara Tribute ;H;10;1;816;
05/08/2023, 13:04:54;0000002;542;Force Tiara Pendant Tribute ;K;18;2;3272;
05/08/2023, 13:04:54;0000003;580;Rght Pendant ;H;17;1;2110;
05/08/2023, 13:04:54;0000002;436;Tiara Crs Force ;C;21;1;7488;
05/08/2023, 13:04:54;0000001;256;Tribute Pendant Force ;G;21;2;7673;
05/08/2023, 13:04:54;0000001;852;Force Rght Crs Force ;A;6;1;4969;
05/08/2023, 13:04:54;0000003;256;Crs Force ;G;1;3;6560;
05/08/2023, 13:04:54;0000003;542;Lft Tribute Force ;C;2;2;1606;
05/08/2023, 13:04:54;0000003;580;Force Force Tribute ;K;13;0;8654;
05/08/2023, 13:04:54;0000003;852;Force Rght ;E;2;3;7702;
05/08/2023, 13:04:54;0000002;987;Tiara Crs Force ;H;19;0;5677;
05/08/2023, 13:04:54;0000002;312;Tiara Tribute ;B;19;0;8572;
05/08/2023, 13:04:54;0000001;436;Crs Tiara Lft Crs ;J;24;1;7630;
05/08/2023, 13:04:54;0000001;958;Pendant Tribute ;B;1;3;5844;
05/08/2023, 13:04:54;0000002;852;Tribute Rght Force ;F;17;3;4517;
05/08/2023, 13:04:54;0000001;512;Force Tribute Lft Tiara ;A;15;3;6377;
05/08/2023, 13:04:54;0000002;958;Crs Tribute Lft ;C;14;3;4485;
05/08/2023, 13:04:54;0000002;580;Pendant Force ;B;20;0;9260;
05/08/2023, 13:04:54;0000001;512;Lft Force ;D;21;1;2706;
05/08/2023, 13:04:54;0000002;845;Crs Crs ;H;23;0;5564;
05/08/2023, 13:04:54;0000002;512;Pendant Crs ;F;21;1;4794;
05/08/2023, 13:04:54;0000002;582;Force Tiara Tiara Pendant ;H;8;0;4151;
05/08/2023, 13:04:54;0000003;312;Force Force Tribute ;D;2;0;1834;
05/08/2023, 13:04:54;0000001;958;Force Crs ;C;1;3;1907;
05/08/2023, 13:04:54;0000001;312;Pendant Pendant Lft Tiara ;A;10;2;3930;
05/08/2023, 13:04:54;0000003;580;Tribute Crs Rght ;C;1;1;5475;
05/08/2023, 13:04:54;0000003;542;Rght Tiara ;C;11;2;5507;
05/08/2023, 13:04:54;0000003;542;Tiara Tribute ;F;19;2;2181;
05/08/2023, 13:04:54;0000001;987;Lft Rght Rght ;H;5;0;695;
05/08/2023, 13:04:54;0000002;658;Tribute Rght Tiara ;F;24;2;6727;
05/08/2023, 13:04:54;0000001;845;Tiara Tiara ;K;12;0;1271;
05/08/2023, 13:04:54;0000001;582;Pendant Force ;I;17;0;4322;
05/08/2023, 13:04:54;0000002;958;Lft Crs Force Force ;G;5;0;2327;
05/08/2023, 13:04:54;0000002;845;Force Crs Force ;F;22;2;56;
05/08/2023, 13:04:54;0000003;436;Force Pendant ;A;18;0;8623;
05/08/2023, 13:04:54;0000001;658;Rght Force ;K;21;3;3396;
05/08/2023, 13:04:54;0000003;897;Rght Rght ;G;7;1;9264;
05/08/2023, 13:04:54;0000003;256;Tiara Pendant Rght ;E;18;0;6616;
05/08/2023, 13:04:54;0000001;542;Force Rght Crs ;E;17;0;7737;
05/08/2023, 13:04:54;0000003;582;Rght Force ;J;4;0;4053;
05/08/2023, 13:04:54;0000001;845;Tiara Crs Rght ;H;4;2;1112;
05/08/2023, 13:04:54;0000001;312;Tiara Rght ;G;14;1;2790;
05/08/2023, 13:04:54;0000003;256;Rght Crs ;G;17;1;8436;
05/08/2023, 13:04:54;0000002;436;Tiara Lft Pendant ;G;15;1;5478;
05/08/2023, 13:04:54;0000002;852;Pendant Crs ;F;4;3;6429;
05/08/2023, 13:04:54;0000003;580;Crs Pendant Lft Crs ;E;24;1;3085;
05/08/2023, 13:04:54;0000001;852;Tribute Rght Tiara ;G;25;1;3818;
05/08/2023, 13:04:54;0000002;580;Pendant Tribute Rght Lft ;G;9;1;2184;
05/08/2023, 13:04:54;0000001;958;Force Tiara ;I;24;3;4647;
05/08/2023, 13:04:54;0000003;312;Force Rght ;A;8;3;8027;
05/08/2023, 13:04:54;0000002;256;Tribute Tiara Tribute ;J;23;0;4516;
05/08/2023, 13:04:54;0000001;436;Lft Tiara Pendant ;I;13;0;9583;
05/08/2023, 13:04:54;0000002;897;Tiara Lft Pendant ;D;1;3;3620;
05/08/2023, 13:04:54;0000003;256;Tiara Lft Pendant ;J;4;0;9761;
05/08/2023, 13:04:54;0000003;256;Pendant Force ;J;25;0;7934;
05/08/2023, 13:04:54;0000001;845;Crs Crs ;C;16;2;9525;
05/08/2023, 13:04:54;0000003;958;Tiara Crs ;E;9;2;7000;
05/08/2023, 13:04:54;0000003;436;Force Force ;I;18;3;8180;
05/08/2023, 13:04:54;0000001;580;Crs Tiara Lft Crs ;D;16;2;4263;
05/08/2023, 13:04:54;0000003;658;Lft Rght Rght ;G;4;1;6583;
05/08/2023, 13:04:54;0000001;658;Crs Pendant Tiara Rght ;B;14;2;4277;
05/08/2023, 13:04:54;0000001;897;Tiara Rght Lft ;I;18;2;1307;
05/08/2023, 13:04:54;0000003;582;Crs Lft Lft ;A;1;0;8728;
05/08/2023, 13:04:54;0000003;542;Force Force Tribute ;A;19;2;3783;
05/08/2023, 13:04:54;0000002;512;Tiara Tiara Force ;E;8;1;1174;
05/08/2023, 13:04:54;0000001;312;Force Rght ;A;4;0;1493;
05/08/2023, 13:04:54;0000002;436;Tribute Crs ;G;11;0;8452;
05/08/2023, 13:04:54;0000001;897;Crs Pendant Force Pendant ;F;23;2;6107;
05/08/2023, 13:04:54;0000003;256;Lft Lft Lft ;K;20;3;8700;
05/08/2023, 13:04:54;0000001;897;Tribute Crs ;K;6;2;5850;
05/08/2023, 13:04:54;0000001;658;Lft Tribute Force ;F;6;2;1277;
05/08/2023, 13:04:54;0000001;845;Tiara Tiara Crs Force ;D;1;2;9235;
05/08/2023, 13:04:54;0000001;958;Pendant Crs Crs Crs ;I;24;2;8181;
05/08/2023, 13:04:54;0000001;512;Crs Tiara Lft Crs ;D;17;1;9395;
05/08/2023, 13:04:54;0000002;845;Crs Pendant Tiara ;F;8;0;9649;
05/08/2023, 13:04:54;0000003;580;Crs Tribute Rght Lft ;G;9;0;726;
05/08/2023, 13:04:54;0000002;256;Tiara Tribute ;C;18;1;2100;
05/08/2023, 13:04:54;0000001;580;Force Rght ;D;16;1;7351;
05/08/2023, 13:04:54;0000003;512;Force Pendant ;J;9;0;4782;
05/08/2023, 13:04:54;0000003;987;Tribute Rght Crs ;D;14;0;6173;
05/08/2023, 13:04:54;0000002;312;Rght Crs Lft Rght ;D;17;1;5086;
05/08/2023, 13:04:54;0000001;958;Force Rght ;G;25;3;5694;
05/08/2023, 13:04:54;0000003;256;Rght Force Tiara Tiara ;B;22;0;6470;
05/08/2023, 13:04:54;0000002;542;Rght Tiara ;E;17;1;5165;
05/08/2023, 13:04:54;0000001;852;Pendant Crs ;F;24;0;9437;
05/08/2023, 13:04:54;0000003;542;Pendant Rght Tribute ;A;6;0;1389;
05/08/2023, 13:04:54;0000001;256;Force Rght Crs Force ;H;9;1;9445;
05/08/2023, 13:04:54;0000001;897;Lft Rght Tiara Pendant ;D;11;3;1077;
05/08/2023, 13:04:54;0000001;436;Pendant Tribute Crs Force ;F;19;3;9767;
05/08/2023, 13:04:54;0000001;658;Pendant Rght Tribute Tiara ;G;10;3;7863;
05/08/2023, 13:04:54;0000003;256;Force Crs ;B;20;0;4650;
05/08/2023, 13:04:54;0000001;580;Force Rght Crs Force ;H;15;2;4928;
05/08/2023, 13:04:54;0000002;958;Pendant Rght Crs ;C;5;3;3913;
05/08/2023, 13:04:54;0000003;580;Crs Force Lft ;I;17;1;9728;
05/08/2023, 13:04:54;0000002;987;Lft Tribute Crs Lft ;H;22;1;7753;
05/08/2023, 13:04:54;0000003;845;Tribute Rght Force ;K;18;0;2263;
05/08/2023, 13:04:54;0000001;436;Force Pendant Tribute Rght ;A;15;1;8431;
05/08/2023, 13:04:54;0000002;852;Tribute Rght Force ;E;1;1;5581;
05/08/2023, 13:04:54;0000001;542;Pendant Force ;D;20;0;3228;
05/08/2023, 13:04:54;0000002;582;Tribute Rght Crs Crs ;B;8;2;7287;
05/08/2023, 13:04:54;0000001;582;Pendant Crs ;C;1;0;7428;
05/08/2023, 13:04:54;0000002;845;Pendant Rght Tribute Tiara ;I;17;3;4245;
05/08/2023, 13:04:54;0000002;512;Lft Crs Force Force ;I;14;0;491;
05/08/2023, 13:04:54;0000003;436;Lft Rght ;I;12;3;1510;
05/08/2023, 13:04:54;0000003;582;Tribute Rght Crs Crs ;A;9;0;2735;
05/08/2023, 13:04:54;0000002;256;Lft Rght Rght ;J;13;3;5744;
05/08/2023, 13:04:54;0000003;582;Force Pendant Tribute Rght ;J;21;1;8486;
05/08/2023, 13:04:54;0000001;845;Tiara Pendant Tiara Force ;A;9;1;622;
05/08/2023, 13:04:54;0000003;658;Crs Tiara ;F;25;0;3692;
05/08/2023, 13:04:54;0000001;312;Tiara Rght Lft ;A;25;2;9238;
05/08/2023, 13:04:54;0000003;897;Crs Crs Pendant Pendant ;H;1;0;1074;
05/08/2023, 13:04:54;0000001;845;Force Crs Force ;E;19;0;1978;
05/08/2023, 13:04:54;0000002;958;Force Force ;I;12;1;1789;
05/08/2023, 13:04:54;0000002;845;Lft Force Pendant Rght ;J;10;2;4914;
05/08/2023, 13:04:54;0000002;256;Lft Tribute Pendant ;F;7;0;7315;
05/08/2023, 13:04:54;0000002;512;Crs Tiara Lft Crs ;K;1;3;8955;
05/08/2023, 13:04:54;0000001;845;Lft Pendant Pendant ;B;21;1;6737;
05/08/2023, 13:04:54;0000003;852;Rght Crs ;J;16;1;3657;
05/08/2023, 13:04:54;0000001;312;Tiara Tribute Lft ;I;4;1;9749;
05/08/2023, 13:04:54;0000003;512;Pendant Crs Pendant Lft ;D;5;0;4256;
05/08/2023, 13:04:54;0000002;852;Crs Lft Lft ;J;15;0;66;
