data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/08/2023, 13:04:54;0000002;845;Force Rght Crs ;E;22;2;9894;
05/08/2023, 13:04:54;0000003;987;Force Force Tribute ;A;8;2;2596;
05/08/2023, 13:04:54;0000001;542;Crs Crs Pendant Pendant ;K;23;3;5325;
05/08/2023, 13:04:54;0000002;958;Crs Tiara Tribute ;H;24;1;7126;
05/08/2023, 13:04:54;0000002;658;Rght Rght ;I;4;2;8452;
05/08/2023, 13:04:54;0000001;580;Lft Crs ;D;14;3;2058;
05/08/2023, 13:04:54;0000003;512;Force Tiara ;B;4;0;5299;
05/08/2023, 13:04:54;0000002;542;Tiara Rght Lft ;E;24;1;6246;
05/08/2023, 13:04:54;0000003;852;Crs Pendant Tiara Rght ;B;25;1;8490;
05/08/2023, 13:04:54;0000002;256;Force Lft Tiara Lft ;K;13;0;166;
05/08/2023, 13:04:54;0000003;512;Force Rght Crs Force ;F;5;0;5710;
05/08/2023, 13:04:54;0000002;256;Rght Pendant ;A;1;3;7314;
05/08/2023, 13:04:54;0000001;658;Crs Tribute ;J;8;0;8655;
05/08/2023, 13:04:54;0000001;542;Force Pendant ;H;23;0;9171;
05/08/2023, 13:04:54;0000003;582;Rght Rght ;H;6;3;128;
05/08/2023, 13:04:54;0000003;542;Tribute Crs Force ;K;13;1;355;
05/08/2023, 13:04:54;0000001;256;Force Pendant Tribute Rght ;K;6;1;6804;
05/08/2023, 13:04:54;0000003;582;Pendant Rght Crs ;H;16;0;3140;
05/08/2023, 13:04:54;0000001;658;Lft Pendant ;D;14;0;5399;
05/08/2023, 13:04:54;0000003;512;Crs Tiara ;F;20;3;7657;
05/08/2023, 13:04:54;0000003;897;Crs Crs Crs ;E;4;1;7188;
05/08/2023, 13:04:54;0000001;580;Tiara Tribute ;K;15;3;9296;
05/08/2023, 13:04:54;0000002;436;Lft Tiara Pendant ;I;24;2;2575;
05/08/2023, 13:04:54;0000002;312;Pendant Tiara Lft ;B;6;2;4532;
05/08/2023, 13:04:54;0000003;542;Force Tribute Pendant ;H;23;2;370;
05/08/2023, 13:04:54;0000001;845;Pendant Lft Tiara ;C;23;3;9375;
05/08/2023, 13:04:54;0000002;958;Force Force ;A;17;1;795;
05/08/2023, 13:04:54;0000001;436;Force Rght Crs Force ;I;16;2;4466;
05/08/2023, 13:04:54;0000002;958;Tribute Lft Tribute ;K;21;1;4916;
05/08/2023, 13:04:54;0000001;582;Crs Lft Rght Rght ;I;20;1;3746;
05/08/2023, 13:04:54;0000002;256;Tiara Force Rght Lft ;H;11;0;3775;
05/08/2023, 13:04:54;0000002;256;Lft Rght Rght ;E;18;3;6084;
05/08/2023, 13:04:54;0000001;845;Tribute Force ;F;14;3;8116;
05/08/2023, 13:04:54;0000002;897;Lft Pendant ;I;6;3;2174;
05/08/2023, 13:04:54;0000003;580;Lft Rght Rght ;H;8;3;4477;
05/08/2023, 13:04:54;0000003;512;Crs Crs Pendant Pendant ;G;16;3;1306;
05/08/2023, 13:04:54;0000002;436;Crs Tribute Rght Lft ;H;20;1;5148;
05/08/2023, 13:04:54;0000001;958;Crs Pendant ;A;23;1;4890;
05/08/2023, 13:04:54;0000001;542;Tribute Crs Pendant ;F;18;3;7556;
05/08/2023, 13:04:54;0000003;845;Tiara Pendant Tiara Force ;K;17;2;7710;
05/08/2023, 13:04:54;0000001;256;Pendant Force ;E;6;2;7423;
05/08/2023, 13:04:54;0000003;582;Force Rght ;A;17;2;6668;
05/08/2023, 13:04:54;0000002;580;Rght Crs ;G;3;3;3152;
05/08/2023, 13:04:54;0000001;658;Tribute Lft Tribute ;H;16;3;6021;
05/08/2023, 13:04:54;0000002;582;Tribute Rght Tiara ;A;6;0;7879;
05/08/2023, 13:04:54;0000003;256;Tribute Lft Crs Rght ;A;18;2;3868;
05/08/2023, 13:04:54;0000003;580;Tribute Rght Tiara ;K;2;3;567;
05/08/2023, 13:04:54;0000001;580;Tiara Tiara ;H;8;2;6676;
05/08/2023, 13:04:54;0000001;312;Crs Crs ;B;17;1;4712;
05/08/2023, 13:04:54;0000001;542;Tiara Tiara Force ;A;10;0;6470;
05/08/2023, 13:04:54;0000003;845;Force Lft Pendant Lft ;J;21;0;6124;
05/08/2023, 13:04:54;0000002;852;Crs Force ;J;10;0;1911;
05/08/2023, 13:04:54;0000003;512;Tiara Pendant Tiara Force ;E;9;2;9049;
05/08/2023, 13:04:54;0000002;580;Lft Rght ;J;4;3;5459;
05/08/2023, 13:04:54;0000003;542;Tribute Pendant Force ;B;9;1;3969;
05/08/2023, 13:04:54;0000001;542;Crs Tiara Tribute ;D;6;1;8982;
05/08/2023, 13:04:54;0000002;852;Lft Rght ;J;13;2;6134;
05/08/2023, 13:04:54;0000003;897;Tribute Tribute Force ;C;25;3;2423;
05/08/2023, 13:04:54;0000003;436;Pendant Crs Crs Crs ;A;19;1;1135;
05/08/2023, 13:04:54;0000003;897;Tiara Tiara ;K;14;3;2252;
05/08/2023, 13:04:54;0000002;312;Tiara Tiara Force ;A;7;1;2219;
05/08/2023, 13:04:54;0000002;512;Lft Crs Force Force ;B;14;1;525;
05/08/2023, 13:04:54;0000001;987;Tiara Tribute Rght Tribute ;B;16;2;2412;
05/08/2023, 13:04:54;0000003;852;Rght Tiara ;K;20;0;3743;
05/08/2023, 13:04:54;0000003;542;Tribute Rght Crs ;B;6;2;5363;
05/08/2023, 13:04:54;0000003;897;Force Pendant ;D;20;0;7291;
05/08/2023, 13:04:54;0000001;658;Tribute Force ;K;25;3;6561;
05/08/2023, 13:04:54;0000001;580;Tiara Pendant Tiara Force ;J;15;3;5593;
05/08/2023, 13:04:54;0000003;658;Pendant Force ;I;2;3;7892;
05/08/2023, 13:04:54;0000003;987;Tribute Lft Crs Rght ;C;2;3;4800;
05/08/2023, 13:04:54;0000001;658;Force Lft Rght Rght ;A;10;0;1428;
05/08/2023, 13:04:54;0000002;542;Lft Tribute Force ;D;4;2;5695;
05/08/2023, 13:04:54;0000001;312;Force Lft Pendant Lft ;F;18;0;7462;
05/08/2023, 13:04:54;0000003;897;Tiara Rght ;F;13;0;4464;
05/08/2023, 13:04:54;0000003;436;Tiara Tribute Rght Pendant ;J;11;2;6040;
05/08/2023, 13:04:54;0000001;512;Pendant Crs ;F;1;0;6418;
05/08/2023, 13:04:54;0000001;512;Force Pendant ;G;17;3;8645;
05/08/2023, 13:04:54;0000003;852;Tiara Rght Lft ;D;22;2;8565;
05/08/2023, 13:04:54;0000003;852;Crs Force ;I;21;0;9467;
05/08/2023, 13:04:54;0000002;987;Force Rght Crs ;I;5;3;8227;
05/08/2023, 13:04:54;0000001;512;Tiara Rght Lft ;H;14;1;1563;
05/08/2023, 13:04:54;0000002;436;Lft Crs ;H;9;1;5488;
05/08/2023, 13:04:54;0000001;852;Tiara Tribute Force ;G;8;2;4277;
05/08/2023, 13:04:54;0000001;658;Crs Lft Crs ;K;13;2;6469;
05/08/2023, 13:04:54;0000003;436;Tiara Tiara Crs Force ;E;6;3;2237;
05/08/2023, 13:04:54;0000001;580;Tiara Pendant Rght ;J;10;2;9447;
05/08/2023, 13:04:54;0000003;658;Crs Pendant Tiara Rght ;H;25;1;8583;
05/08/2023, 13:04:54;0000003;436;Tiara Tribute ;C;7;2;5308;
05/08/2023, 13:04:54;0000001;582;Force Crs Force ;F;22;0;4838;
05/08/2023, 13:04:54;0000002;852;Lft Lft ;F;3;0;6276;
05/08/2023, 13:04:54;0000002;845;Force Pendant ;E;18;1;9587;
05/08/2023, 13:04:54;0000002;845;Lft Lft Force Force ;F;9;1;4754;
05/08/2023, 13:04:54;0000003;436;Crs Pendant Lft Crs ;K;22;1;4485;
05/08/2023, 13:04:54;0000001;256;Rght Force ;F;12;2;9327;
05/08/2023, 13:04:54;0000003;658;Force Rght Crs Force ;G;8;3;5765;
05/08/2023, 13:04:54;0000001;852;Tiara Tribute ;G;17;0;541;
05/08/2023, 13:04:54;0000002;436;Pendant Tribute Tiara ;J;6;2;2325;
05/08/2023, 13:04:54;0000001;658;Pendant Crs Crs Crs ;G;24;2;882;
05/08/2023, 13:04:54;0000002;542;Crs Lft Crs ;G;7;3;8459;
05/08/2023, 13:04:54;0000003;312;Force Crs Force ;G;16;3;6220;
05/08/2023, 13:04:54;0000001;958;Tiara Rght ;C;16;0;6663;
05/08/2023, 13:04:54;0000002;436;Lft Tiara Force Pendant ;I;13;0;6091;
05/08/2023, 13:04:54;0000001;845;Tiara Lft Pendant ;D;3;2;401;
05/08/2023, 13:04:54;0000002;845;Crs Crs Tribute Pendant ;B;15;3;851;
05/08/2023, 13:04:54;0000002;987;Lft Force Pendant Rght ;K;15;0;3501;
05/08/2023, 13:04:54;0000002;582;Force Lft Pendant Lft ;E;14;2;223;
05/08/2023, 13:04:54;0000001;436;Lft Lft Force Force ;H;5;1;2396;
05/08/2023, 13:04:54;0000003;542;Tiara Rght ;K;25;1;1117;
05/08/2023, 13:04:54;0000002;987;Tiara Tiara Force ;B;14;1;2331;
05/08/2023, 13:04:54;0000003;542;Pendant Crs ;J;7;1;166;
05/08/2023, 13:04:54;0000001;897;Crs Tiara ;H;20;3;2013;
05/08/2023, 13:04:54;0000003;312;Force Tiara Tiara Pendant ;C;11;0;3156;
05/08/2023, 13:04:54;0000003;845;Tiara Lft Pendant ;A;5;1;2674;
05/08/2023, 13:04:54;0000001;312;Rght Tribute Lft ;J;13;0;8545;
05/08/2023, 13:04:54;0000001;512;Crs Lft Rght Rght ;J;5;3;4948;
05/08/2023, 13:04:54;0000003;436;Force Rght Crs Force ;C;5;0;9663;
05/08/2023, 13:04:54;0000001;256;Rght Tribute Lft ;H;19;3;5489;
05/08/2023, 13:04:54;0000002;542;Rght Crs ;A;3;0;3879;
05/08/2023, 13:04:54;0000001;987;Tiara Tribute ;I;13;3;2551;
05/08/2023, 13:04:54;0000001;582;Lft Force Pendant Rght ;C;4;0;7679;
05/08/2023, 13:04:54;0000002;897;Lft Rght ;A;9;0;7340;
05/08/2023, 13:04:54;0000003;542;Pendant Crs Pendant Force ;J;13;0;5838;
05/08/2023, 13:04:54;0000001;256;Tiara Tribute Force ;I;25;2;1828;
05/08/2023, 13:04:54;0000002;658;Crs Force ;C;19;2;3388;
05/08/2023, 13:04:54;0000003;845;Lft Tribute Crs Lft ;B;7;3;2298;
05/08/2023, 13:04:54;0000001;897;Tribute Force Rght Tiara ;K;6;0;2183;
05/08/2023, 13:04:54;0000003;987;Crs Tiara Lft Crs ;B;11;1;1811;
05/08/2023, 13:04:54;0000003;658;Pendant Pendant Lft Tiara ;G;7;1;7724;
05/08/2023, 13:04:54;0000002;987;Tribute Crs Force ;B;7;0;5352;
05/08/2023, 13:04:54;0000001;852;Crs Force ;G;25;0;3918;
05/08/2023, 13:04:54;0000001;542;Force Lft Pendant Lft ;D;17;2;8106;
05/08/2023, 13:04:54;0000003;897;Tiara Lft Pendant ;C;12;0;7982;
05/08/2023, 13:04:54;0000002;897;Tribute Tribute ;A;13;0;2922;
05/08/2023, 13:04:54;0000002;312;Tiara Rght ;C;17;0;2991;
05/08/2023, 13:04:54;0000001;658;Pendant Force ;E;2;1;7896;
05/08/2023, 13:04:54;0000002;312;Crs Pendant ;I;22;1;7343;
05/08/2023, 13:04:54;0000001;897;Tribute Tiara Tribute ;D;14;0;7077;
05/08/2023, 13:04:54;0000003;312;Pendant Tiara Crs Tiara ;H;24;2;6371;
05/08/2023, 13:04:54;0000001;582;Rght Rght ;G;7;3;8721;
05/08/2023, 13:04:54;0000003;312;Force Tiara ;D;7;0;5466;
05/08/2023, 13:04:54;0000003;845;Crs Lft Lft ;I;21;3;1790;
05/08/2023, 13:04:54;0000001;658;Force Rght Crs Force ;I;10;3;3578;
05/08/2023, 13:04:54;0000001;312;Lft Rght ;D;9;2;3263;
05/08/2023, 13:04:54;0000003;312;Force Tiara Pendant ;B;22;2;5888;
05/08/2023, 13:04:54;0000001;845;Crs Force ;I;21;1;2866;
05/08/2023, 13:04:54;0000001;582;Tiara Tribute Rght Tribute ;G;6;1;8464;
05/08/2023, 13:04:54;0000003;987;Rght Tribute Lft ;F;1;2;5873;
05/08/2023, 13:04:54;0000003;312;Tribute Pendant Force ;G;16;3;5119;
05/08/2023, 13:04:54;0000003;852;Tribute Lft ;G;12;1;291;
05/08/2023, 13:04:54;0000002;312;Tribute Tiara Tribute ;A;7;3;8781;
05/08/2023, 13:04:54;0000001;512;Lft Lft Force Force ;G;16;3;2136;
05/08/2023, 13:04:54;0000003;312;Force Rght ;F;25;1;7126;
05/08/2023, 13:04:54;0000001;987;Lft Crs Force Force ;E;16;3;381;
05/08/2023, 13:04:54;0000001;658;Crs Tiara Lft Crs ;A;6;3;8619;
05/08/2023, 13:04:54;0000001;312;Force Crs Rght ;C;3;1;941;
05/08/2023, 13:04:54;0000002;512;Force Tiara Pendant ;F;9;1;3505;
05/08/2023, 13:04:54;0000003;845;Pendant Tribute Rght Lft ;G;4;1;1047;
05/08/2023, 13:04:54;0000002;852;Lft Rght Rght ;H;3;3;9684;
05/08/2023, 13:04:54;0000002;542;Crs Crs Tribute Pendant ;G;6;3;7806;
05/08/2023, 13:04:54;0000001;958;Lft Tribute Pendant ;F;13;2;8466;
05/08/2023, 13:04:54;0000002;542;Crs Tribute ;D;6;2;2201;
05/08/2023, 13:04:54;0000003;958;Pendant Crs ;K;3;2;7854;
05/08/2023, 13:04:54;0000001;580;Tribute Crs ;I;23;3;4081;
05/08/2023, 13:04:54;0000001;312;Force Rght Crs Force ;G;11;0;4770;
05/08/2023, 13:04:54;0000003;512;Rght Rght ;H;7;3;9589;
05/08/2023, 13:04:54;0000002;542;Tribute Pendant Force ;I;21;1;600;
05/08/2023, 13:04:54;0000001;312;Rght Tribute ;H;15;2;2692;
05/08/2023, 13:04:54;0000001;658;Tiara Crs ;K;16;0;6706;
05/08/2023, 13:04:54;0000003;897;Tribute Rght Crs ;G;24;3;7354;
05/08/2023, 13:04:54;0000002;512;Lft Force ;J;10;0;2105;
05/08/2023, 13:04:54;0000002;512;Pendant Rght Rght Rght ;I;8;0;1372;
05/08/2023, 13:04:54;0000003;512;Tribute Force Rght Tiara ;I;13;0;3062;
05/08/2023, 13:04:54;0000003;852;Lft Lft Force Force ;F;18;2;5846;
05/08/2023, 13:04:54;0000001;436;Pendant Force ;A;13;0;1579;
05/08/2023, 13:04:54;0000001;580;Tribute Rght Crs Crs ;H;10;0;1239;
05/08/2023, 13:04:54;0000002;852;Force Rght Crs ;A;15;1;6396;
05/08/2023, 13:04:54;0000002;582;Crs Force ;G;16;3;25;
05/08/2023, 13:04:54;0000002;958;Tiara Tribute Rght Pendant ;J;11;0;1264;
05/08/2023, 13:04:54;0000001;852;Tribute Force Rght Tiara ;G;16;1;4626;
05/08/2023, 13:04:54;0000003;436;Crs Pendant Tiara ;G;13;0;5298;
05/08/2023, 13:04:54;0000003;845;Rght Crs Lft Rght ;A;11;3;9013;
05/08/2023, 13:04:54;0000003;312;Tiara Rght ;H;21;3;5102;
05/08/2023, 13:04:54;0000003;512;Rght Crs Lft Rght ;J;9;1;2055;
05/08/2023, 13:04:54;0000002;542;Crs Crs Crs ;H;14;0;7909;
05/08/2023, 13:04:54;0000001;987;Tribute Force ;A;14;2;7831;
05/08/2023, 13:04:54;0000001;542;Lft Tribute Crs Lft ;E;19;2;9161;
05/08/2023, 13:04:54;0000001;897;Tiara Rght Crs ;J;4;1;3059;
05/08/2023, 13:04:54;0000002;580;Tribute Rght Tiara ;E;13;1;3205;
05/08/2023, 13:04:54;0000001;256;Pendant Lft Tiara ;A;2;0;5251;
05/08/2023, 13:04:54;0000002;312;Force Tribute Lft Tiara ;C;3;0;5065;
05/08/2023, 13:04:54;0000002;512;Tribute Rght Crs Crs ;A;11;0;1914;
05/08/2023, 13:04:54;0000002;845;Pendant Pendant Lft Tiara ;E;3;2;2775;
05/08/2023, 13:04:54;0000003;958;Tribute Tribute Force ;E;16;3;5721;
05/08/2023, 13:04:54;0000002;512;Crs Tribute ;E;11;1;9841;
05/08/2023, 13:04:54;0000002;845;Tribute Rght Tiara ;B;17;0;3801;
05/08/2023, 13:04:54;0000001;542;Force Tribute Lft Tiara ;J;12;1;2812;
05/08/2023, 13:04:54;0000003;580;Tiara Rght ;K;9;0;4737;
05/08/2023, 13:04:54;0000003;897;Pendant Rght Tribute Tiara ;J;25;3;1533;
05/08/2023, 13:04:54;0000002;542;Pendant Rght Tribute ;J;12;1;9600;
05/08/2023, 13:04:54;0000001;542;Pendant Force ;K;21;1;2904;
05/08/2023, 13:04:54;0000003;958;Tiara Tribute Force ;F;1;3;1196;
05/08/2023, 13:04:54;0000002;436;Lft Rght Rght ;K;25;1;3126;
05/08/2023, 13:04:54;0000003;542;Crs Pendant ;D;25;1;3219;
05/08/2023, 13:04:54;0000001;436;Crs Tiara Lft Crs ;K;19;3;8369;
05/08/2023, 13:04:54;0000001;256;Pendant Force ;E;24;0;1226;
05/08/2023, 13:04:54;0000003;580;Tiara Rght ;E;14;1;8513;
05/08/2023, 13:04:54;0000002;580;Rght Rght ;G;7;1;7937;
05/08/2023, 13:04:54;0000001;852;Lft Pendant ;A;20;0;8066;
05/08/2023, 13:04:54;0000003;256;Tiara Tribute ;B;4;3;4994;
05/08/2023, 13:04:54;0000001;897;Rght Tribute Lft ;I;3;0;8290;
05/08/2023, 13:04:54;0000001;852;Crs Tiara ;E;4;2;4967;
05/08/2023, 13:04:54;0000003;582;Pendant Crs Pendant Force ;C;18;1;2417;
05/08/2023, 13:04:54;0000003;658;Crs Crs Crs ;H;11;1;9081;
05/08/2023, 13:04:54;0000001;852;Lft Lft Force Force ;H;1;1;5212;
05/08/2023, 13:04:54;0000002;582;Pendant Force ;F;14;2;4489;
05/08/2023, 13:04:54;0000001;987;Crs Tiara Rght Tiara ;D;22;1;8760;
05/08/2023, 13:04:54;0000001;256;Pendant Crs Pendant Lft ;G;14;1;1947;
05/08/2023, 13:04:54;0000003;845;Force Pendant ;F;3;1;8158;
05/08/2023, 13:04:54;0000002;852;Lft Lft Force Force ;I;16;3;8829;
05/08/2023, 13:04:54;0000002;987;Tribute Lft ;I;5;2;7150;
05/08/2023, 13:04:54;0000002;436;Tiara Crs Force ;E;8;0;4274;
05/08/2023, 13:04:54;0000001;542;Lft Crs ;C;1;2;5199;
05/08/2023, 13:04:54;0000001;542;Tribute Tribute Force ;D;7;3;7874;
05/08/2023, 13:04:54;0000003;436;Pendant Force Force ;D;20;1;9739;
05/08/2023, 13:04:54;0000002;852;Crs Tribute Lft ;C;4;0;4051;
05/08/2023, 13:04:54;0000001;312;Lft Crs Force Force ;B;11;3;7890;
05/08/2023, 13:04:54;0000003;897;Tribute Tiara Tribute ;C;20;1;5023;
05/08/2023, 13:04:54;0000002;582;Tiara Rght Crs ;I;18;1;3624;
05/08/2023, 13:04:54;0000002;256;Force Tiara Pendant ;J;12;0;1855;
05/08/2023, 13:04:54;0000001;312;Force Tiara Pendant Tribute ;I;15;3;1370;
05/08/2023, 13:04:54;0000003;987;Crs Lft Crs ;J;5;2;3372;
05/08/2023, 13:04:54;0000003;542;Tiara Tribute Force ;C;11;0;6604;
05/08/2023, 13:04:54;0000003;312;Lft Lft ;C;15;0;7016;
05/08/2023, 13:04:54;0000002;580;Rght Force Tiara Tiara ;H;16;2;5851;
05/08/2023, 13:04:54;0000001;845;Crs Force ;A;15;3;9713;
05/08/2023, 13:04:54;0000001;580;Rght Force Tiara Tiara ;A;21;2;6717;
05/08/2023, 13:04:54;0000003;958;Tribute Crs Pendant ;I;3;1;1350;
05/08/2023, 13:04:54;0000002;852;Lft Lft Force Force ;I;7;3;9448;
05/08/2023, 13:04:54;0000002;256;Crs Force Pendant Pendant ;B;19;0;8050;
05/08/2023, 13:04:54;0000001;256;Crs Force Lft ;A;7;2;6943;
05/08/2023, 13:04:54;0000002;256;Rght Rght ;B;3;2;1307;
05/08/2023, 13:04:54;0000002;958;Tribute Crs Rght ;I;1;0;8218;
05/08/2023, 13:04:54;0000001;256;Tribute Tribute Force ;E;5;1;7356;
05/08/2023, 13:04:54;0000003;312;Tiara Tiara ;C;1;3;8442;
05/08/2023, 13:04:54;0000003;256;Pendant Tribute ;I;15;0;9894;
05/08/2023, 13:04:54;0000001;958;Lft Pendant ;A;20;2;8306;
05/08/2023, 13:04:54;0000003;256;Tribute Tribute ;B;21;1;4139;
05/08/2023, 13:04:54;0000003;582;Crs Pendant Force Pendant ;C;16;2;7240;
05/08/2023, 13:04:54;0000001;436;Force Tribute Pendant ;K;17;3;3914;
05/08/2023, 13:04:54;0000003;436;Lft Force ;F;24;0;2068;
05/08/2023, 13:04:54;0000001;987;Tribute Crs Pendant ;F;1;2;5618;
05/08/2023, 13:04:54;0000003;542;Pendant Lft Tiara ;D;6;3;9890;
05/08/2023, 13:04:54;0000003;580;Rght Crs ;G;13;2;5357;
05/08/2023, 13:04:54;0000003;580;Rght Rght ;B;4;3;9508;
05/08/2023, 13:04:54;0000003;580;Tribute Lft Crs Rght ;D;25;1;5429;
05/08/2023, 13:04:54;0000001;852;Tiara Rght Lft ;B;3;1;6725;
05/08/2023, 13:04:54;0000001;958;Force Rght Crs Force ;G;21;1;5616;
05/08/2023, 13:04:54;0000001;582;Tiara Tiara Force ;B;9;3;5720;
05/08/2023, 13:04:54;0000001;852;Force Crs Force ;G;10;3;7029;
05/08/2023, 13:04:54;0000002;256;Lft Rght Tiara Pendant ;C;11;1;6667;
05/08/2023, 13:04:54;0000002;852;Rght Crs Lft Rght ;E;20;1;1120;
05/08/2023, 13:04:54;0000002;658;Tribute Rght Crs ;C;10;0;5448;
05/08/2023, 13:04:54;0000002;256;Lft Crs ;D;18;3;9024;
05/08/2023, 13:04:54;0000002;658;Lft Rght ;D;10;1;7801;
05/08/2023, 13:04:54;0000002;580;Crs Tiara Lft Crs ;D;7;0;8134;
05/08/2023, 13:04:54;0000002;582;Force Tiara Pendant ;B;14;0;5360;
05/08/2023, 13:04:54;0000002;312;Rght Crs ;I;25;2;4626;
05/08/2023, 13:04:54;0000003;582;Tiara Rght ;G;17;2;8636;
05/08/2023, 13:04:54;0000001;256;Lft Tribute Force ;H;22;2;7169;
05/08/2023, 13:04:54;0000003;542;Force Force Tribute ;A;11;2;1700;
05/08/2023, 13:04:54;0000001;256;Rght Force Tiara Tiara ;F;1;0;9937;
05/08/2023, 13:04:54;0000003;312;Crs Force ;K;23;3;8904;
05/08/2023, 13:04:54;0000001;987;Lft Rght Rght ;A;22;2;267;
05/08/2023, 13:04:54;0000003;580;Tribute Rght ;A;5;3;5372;
05/08/2023, 13:04:54;0000001;256;Force Lft Rght Rght ;B;12;2;8400;
05/08/2023, 13:04:54;0000003;542;Lft Crs ;G;2;1;8005;
05/08/2023, 13:04:54;0000003;256;Tiara Tiara Crs Force ;H;5;0;5597;
05/08/2023, 13:04:54;0000003;852;Crs Pendant Lft Crs ;E;4;0;8089;
05/08/2023, 13:04:54;0000002;312;Crs Tribute ;E;6;0;9029;
05/08/2023, 13:04:54;0000001;542;Lft Crs ;K;7;1;1676;
