data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/08/2023, 13:04:54;0000002;582;Force Tribute Lft Tiara ;C;14;2;198;
05/08/2023, 13:04:54;0000001;845;Crs Tiara ;I;21;0;8341;
05/08/2023, 13:04:54;0000002;580;Crs Lft Lft ;E;11;2;9032;
05/08/2023, 13:04:54;0000003;582;Tiara Rght Lft ;I;18;2;2572;
05/08/2023, 13:04:54;0000001;580;Lft Tribute Pendant ;B;9;3;1245;
05/08/2023, 13:04:54;0000002;987;Lft Rght Rght ;I;6;1;9141;
05/08/2023, 13:04:54;0000002;897;Pendant Rght Crs ;B;5;2;1279;
05/08/2023, 13:04:54;0000002;512;Tiara Tribute ;G;3;2;2419;
05/08/2023, 13:04:54;0000002;987;Rght Crs ;D;12;2;7109;
05/08/2023, 13:04:54;0000003;958;Pendant Rght Tribute ;B;24;1;3691;
05/08/2023, 13:04:54;0000003;512;Tribute Rght Tiara ;E;22;2;8398;
05/08/2023, 13:04:54;0000001;512;Tribute Crs Force ;D;5;3;6009;
05/08/2023, 13:04:54;0000001;580;Tribute Crs Pendant ;E;2;2;2880;
05/08/2023, 13:04:54;0000002;897;Lft Lft Lft ;C;22;0;4389;
05/08/2023, 13:04:54;0000002;958;Force Crs Force ;B;7;2;7083;
05/08/2023, 13:04:54;0000001;987;Crs Crs Pendant Pendant ;E;12;2;8607;
05/08/2023, 13:04:54;0000002;436;Tribute Pendant Force ;K;3;0;7364;
05/08/2023, 13:04:54;0000003;580;Force Lft Pendant Lft ;I;16;0;1577;
05/08/2023, 13:04:54;0000001;845;Tribute Rght Crs Crs ;A;5;2;9992;
05/08/2023, 13:04:54;0000001;542;Pendant Crs ;A;25;0;3437;
05/08/2023, 13:04:54;0000001;845;Rght Force ;J;17;3;8311;
05/08/2023, 13:04:54;0000002;580;Rght Crs ;A;8;3;4118;
05/08/2023, 13:04:54;0000003;658;Crs Pendant Lft Crs ;F;11;0;5282;
05/08/2023, 13:04:54;0000003;312;Crs Lft Lft ;I;25;0;1660;
05/08/2023, 13:04:54;0000001;658;Force Force ;A;4;1;4425;
05/08/2023, 13:04:54;0000002;958;Force Tiara Tiara Pendant ;J;3;2;2697;
05/08/2023, 13:04:54;0000002;580;Force Force Tribute ;E;11;0;2281;
05/08/2023, 13:04:54;0000003;852;Tiara Pendant Tiara Force ;H;9;2;9173;
05/08/2023, 13:04:54;0000003;658;Tribute Rght Crs Crs ;B;18;1;3626;
05/08/2023, 13:04:54;0000001;987;Crs Rght Tiara ;I;3;0;5381;
05/08/2023, 13:04:54;0000003;658;Pendant Lft Tiara ;D;15;0;2854;
05/08/2023, 13:04:54;0000001;582;Crs Crs Crs ;H;24;0;5553;
05/08/2023, 13:04:54;0000002;658;Crs Crs Tribute Pendant ;E;5;2;3703;
05/08/2023, 13:04:54;0000002;256;Tiara Tribute ;I;5;2;1387;
05/08/2023, 13:04:54;0000002;512;Rght Force Tiara Tiara ;C;12;3;8158;
05/08/2023, 13:04:54;0000001;436;Force Force ;K;14;0;9948;
05/08/2023, 13:04:54;0000001;958;Rght Crs Lft Rght ;I;24;1;6816;
05/08/2023, 13:04:54;0000003;845;Force Force Tribute ;E;18;3;6694;
05/08/2023, 13:04:54;0000003;845;Force Tiara Pendant Tribute ;D;2;1;4700;
05/08/2023, 13:04:54;0000003;958;Lft Pendant Pendant ;F;3;2;7768;
05/08/2023, 13:04:54;0000002;852;Tribute Rght Crs Crs ;C;20;2;7803;
05/08/2023, 13:04:54;0000003;582;Crs Lft Crs ;C;3;3;4176;
05/08/2023, 13:04:54;0000003;542;Lft Lft ;I;3;1;2146;
05/08/2023, 13:04:54;0000003;580;Tiara Pendant Tiara Force ;K;16;0;6141;
05/08/2023, 13:04:54;0000001;580;Lft Crs ;K;22;2;6162;
05/08/2023, 13:04:54;0000001;987;Force Crs ;H;15;3;542;
05/08/2023, 13:04:54;0000001;542;Lft Force ;B;12;2;4155;
05/08/2023, 13:04:54;0000003;312;Tiara Crs Rght ;A;3;2;9119;
05/08/2023, 13:04:54;0000001;852;Force Tribute Pendant ;I;25;1;2526;
05/08/2023, 13:04:54;0000002;312;Pendant Crs ;J;7;2;7441;
05/08/2023, 13:04:54;0000002;582;Lft Crs ;B;20;3;7040;
05/08/2023, 13:04:54;0000001;512;Rght Tiara Force Tribute ;D;24;1;5044;
05/08/2023, 13:04:54;0000002;312;Lft Rght Tiara Pendant ;J;11;0;9681;
05/08/2023, 13:04:54;0000003;958;Force Tribute Pendant ;G;10;3;1492;
05/08/2023, 13:04:54;0000003;658;Pendant Tiara Lft ;G;3;1;4273;
05/08/2023, 13:04:54;0000001;512;Tiara Crs Force ;K;5;0;2617;
05/08/2023, 13:04:54;0000001;542;Rght Rght ;I;7;1;1947;
05/08/2023, 13:04:54;0000002;512;Tribute Rght ;B;19;2;8137;
05/08/2023, 13:04:54;0000003;987;Crs Tribute ;D;7;0;3049;
05/08/2023, 13:04:54;0000001;580;Crs Rght ;J;13;2;1704;
05/08/2023, 13:04:54;0000001;987;Lft Lft Lft ;C;21;0;9833;
05/08/2023, 13:04:54;0000001;658;Pendant Force ;J;11;3;1755;
05/08/2023, 13:04:54;0000002;542;Tribute Rght Crs ;B;3;0;8503;
05/08/2023, 13:04:54;0000002;256;Crs Tribute Rght Lft ;C;6;3;8100;
05/08/2023, 13:04:54;0000002;512;Crs Crs Crs ;H;13;3;485;
05/08/2023, 13:04:54;0000003;580;Tiara Rght Crs ;J;14;0;1066;
05/08/2023, 13:04:54;0000003;580;Lft Force Pendant Rght ;J;25;0;8562;
05/08/2023, 13:04:54;0000002;987;Crs Rght ;J;14;0;2454;
05/08/2023, 13:04:54;0000001;436;Lft Lft ;H;18;3;349;
05/08/2023, 13:04:54;0000001;512;Pendant Tribute ;H;15;2;5816;
05/08/2023, 13:04:54;0000001;512;Crs Force Lft ;E;23;1;2216;
05/08/2023, 13:04:54;0000003;958;Lft Tribute Pendant ;G;6;0;7243;
05/08/2023, 13:04:54;0000001;958;Crs Lft Rght Rght ;B;25;3;307;
05/08/2023, 13:04:54;0000001;582;Force Lft Tiara Lft ;E;4;3;3002;
05/08/2023, 13:04:54;0000002;845;Crs Crs Tribute Pendant ;B;2;1;5544;
05/08/2023, 13:04:54;0000003;897;Lft Crs Force Force ;A;23;1;6960;
05/08/2023, 13:04:54;0000001;580;Tiara Rght ;D;6;0;2680;
05/08/2023, 13:04:54;0000001;436;Pendant Crs ;I;17;2;4372;
05/08/2023, 13:04:54;0000001;256;Force Tiara ;B;16;0;1908;
05/08/2023, 13:04:54;0000001;436;Tribute Rght Force ;E;21;1;308;
05/08/2023, 13:04:54;0000001;512;Tribute Rght ;G;24;2;9835;
05/08/2023, 13:04:54;0000002;256;Crs Crs Crs ;K;25;1;3733;
05/08/2023, 13:04:54;0000001;897;Force Lft Tiara Lft ;D;14;0;1903;
05/08/2023, 13:04:54;0000002;312;Force Pendant ;C;21;0;6803;
05/08/2023, 13:04:54;0000002;582;Force Tiara ;E;11;2;8324;
05/08/2023, 13:04:54;0000002;958;Pendant Tiara ;C;21;2;8640;
05/08/2023, 13:04:54;0000003;312;Lft Tiara Force Pendant ;G;12;1;8715;
05/08/2023, 13:04:54;0000002;897;Crs Lft Crs ;A;18;1;7816;
05/08/2023, 13:04:54;0000001;845;Tiara Tribute Force ;G;24;0;1744;
05/08/2023, 13:04:54;0000001;582;Pendant Force ;B;5;3;2849;
05/08/2023, 13:04:54;0000001;512;Pendant Rght Tribute ;H;3;2;1069;
05/08/2023, 13:04:54;0000001;512;Tiara Tiara Crs Force ;J;8;0;3145;
05/08/2023, 13:04:54;0000003;580;Force Crs Force ;H;17;1;3607;
05/08/2023, 13:04:54;0000003;852;Lft Pendant ;E;24;0;6064;
05/08/2023, 13:04:54;0000002;312;Force Rght Crs ;G;16;2;9305;
05/08/2023, 13:04:54;0000001;897;Crs Crs ;I;16;0;8637;
05/08/2023, 13:04:54;0000002;580;Rght Force ;H;5;0;7600;
05/08/2023, 13:04:54;0000001;897;Crs Rght Tiara ;K;6;0;811;
05/08/2023, 13:04:54;0000002;580;Crs Pendant Lft Crs ;J;3;2;2100;
05/08/2023, 13:04:54;0000003;987;Lft Rght Rght ;K;23;3;5489;
05/08/2023, 13:04:54;0000001;312;Force Force Tribute ;J;4;2;3644;
05/08/2023, 13:04:54;0000001;582;Lft Pendant Pendant ;E;25;0;5877;
05/08/2023, 13:04:54;0000001;542;Lft Pendant ;D;18;2;5711;
05/08/2023, 13:04:54;0000002;312;Rght Pendant ;D;18;0;470;
05/08/2023, 13:04:54;0000001;582;Pendant Force ;G;14;1;5291;
05/08/2023, 13:04:54;0000001;987;Tiara Rght Lft ;B;23;1;689;
05/08/2023, 13:04:54;0000003;542;Force Rght ;G;23;3;730;
05/08/2023, 13:04:54;0000003;852;Rght Force ;I;12;0;8736;
05/08/2023, 13:04:54;0000001;845;Pendant Force ;I;19;0;2558;
05/08/2023, 13:04:54;0000001;845;Lft Rght Rght ;B;7;0;7464;
05/08/2023, 13:04:54;0000003;436;Pendant Crs ;D;23;2;7251;
05/08/2023, 13:04:54;0000001;542;Crs Tribute Lft ;E;10;2;6404;
05/08/2023, 13:04:54;0000001;582;Force Rght ;E;16;1;6924;
05/08/2023, 13:04:54;0000002;958;Tribute Crs Rght ;A;22;2;9536;
05/08/2023, 13:04:54;0000002;852;Lft Rght Rght ;K;25;2;1037;
05/08/2023, 13:04:54;0000003;582;Rght Rght ;J;11;3;4273;
05/08/2023, 13:04:54;0000001;582;Crs Pendant ;B;12;2;3412;
05/08/2023, 13:04:54;0000001;580;Pendant Tiara Lft ;E;7;3;9732;
05/08/2023, 13:04:54;0000001;852;Pendant Tribute ;G;9;0;4232;
05/08/2023, 13:04:54;0000003;845;Pendant Tiara ;K;11;3;1600;
05/08/2023, 13:04:54;0000003;987;Crs Crs Pendant Pendant ;K;4;0;3072;
05/08/2023, 13:04:54;0000001;582;Tiara Tribute ;G;5;3;4596;
05/08/2023, 13:04:54;0000002;542;Force Crs Force ;J;7;3;9775;
05/08/2023, 13:04:54;0000003;436;Tribute Lft ;I;16;0;6957;
05/08/2023, 13:04:54;0000003;852;Crs Pendant ;A;12;0;6355;
05/08/2023, 13:04:54;0000001;436;Tiara Tiara Force ;B;23;3;5713;
05/08/2023, 13:04:54;0000003;658;Crs Force ;E;13;3;6218;
05/08/2023, 13:04:54;0000003;256;Tribute Force Rght Tiara ;A;10;1;4299;
05/08/2023, 13:04:54;0000002;958;Tribute Rght ;J;14;1;6842;
05/08/2023, 13:04:54;0000001;256;Tiara Tiara Crs Force ;H;20;0;9715;
05/08/2023, 13:04:54;0000003;852;Pendant Lft Tiara ;B;19;2;3143;
05/08/2023, 13:04:54;0000003;312;Tribute Lft ;K;1;3;5745;
05/08/2023, 13:04:54;0000003;582;Crs Tiara Tribute ;A;5;1;8903;
05/08/2023, 13:04:54;0000002;897;Tribute Lft Tribute ;D;23;2;3272;
05/08/2023, 13:04:54;0000002;845;Tiara Pendant Rght ;B;2;0;4043;
05/08/2023, 13:04:54;0000002;256;Lft Rght ;D;4;1;4361;
05/08/2023, 13:04:54;0000002;580;Rght Force Tiara Tiara ;J;4;1;4222;
05/08/2023, 13:04:54;0000001;512;Lft Lft Force Force ;E;10;0;6205;
05/08/2023, 13:04:54;0000002;256;Tribute Tribute Force ;A;24;1;50;
05/08/2023, 13:04:54;0000001;512;Tiara Force Crs Tiara ;H;9;0;3741;
05/08/2023, 13:04:54;0000002;897;Crs Pendant Tiara ;I;13;0;9649;
05/08/2023, 13:04:54;0000001;542;Tribute Force ;A;11;3;3024;
05/08/2023, 13:04:54;0000001;958;Force Lft Tiara Lft ;K;18;3;9281;
05/08/2023, 13:04:54;0000001;580;Crs Lft Rght Rght ;A;13;0;6974;
05/08/2023, 13:04:54;0000003;987;Tiara Rght ;H;1;3;9875;
05/08/2023, 13:04:54;0000003;852;Crs Crs ;B;13;3;1307;
05/08/2023, 13:04:54;0000001;845;Crs Pendant Tiara ;G;8;2;3169;
05/08/2023, 13:04:54;0000001;582;Tribute Rght Crs ;E;7;3;4229;
05/08/2023, 13:04:54;0000002;542;Tribute Lft Crs Rght ;H;20;0;2567;
05/08/2023, 13:04:54;0000002;658;Crs Tiara ;D;22;3;4264;
05/08/2023, 13:04:54;0000002;312;Pendant Crs Crs Crs ;I;1;0;7517;
05/08/2023, 13:04:54;0000001;845;Rght Pendant ;F;22;3;6715;
05/08/2023, 13:04:54;0000003;582;Tribute Rght ;F;9;1;7465;
05/08/2023, 13:04:54;0000003;897;Force Lft Tribute Tiara ;J;10;0;979;
05/08/2023, 13:04:54;0000003;658;Tribute Rght ;H;5;3;4729;
05/08/2023, 13:04:54;0000001;958;Tribute Tribute Force ;G;2;1;8874;
05/08/2023, 13:04:54;0000003;987;Force Rght ;I;1;0;7490;
05/08/2023, 13:04:54;0000003;852;Pendant Tiara Crs Tiara ;A;4;3;1636;
05/08/2023, 13:04:54;0000002;987;Force Tiara ;J;2;2;463;
05/08/2023, 13:04:54;0000003;582;Tribute Lft ;J;11;1;6146;
05/08/2023, 13:04:54;0000001;845;Tribute Crs Rght ;B;14;1;7609;
05/08/2023, 13:04:54;0000002;542;Lft Tribute Crs Lft ;A;16;1;3696;
05/08/2023, 13:04:54;0000002;580;Rght Tiara Force Tribute ;D;8;3;4339;
05/08/2023, 13:04:54;0000003;845;Tribute Lft Crs Rght ;A;7;2;260;
05/08/2023, 13:04:54;0000002;436;Tiara Tribute ;J;6;3;4833;
05/08/2023, 13:04:54;0000002;852;Tiara Rght Lft ;D;4;1;2450;
05/08/2023, 13:04:54;0000003;845;Lft Tiara Pendant ;H;1;2;8121;
05/08/2023, 13:04:54;0000003;436;Lft Lft Lft ;I;12;2;9411;
05/08/2023, 13:04:54;0000001;582;Tribute Lft ;A;23;3;1836;
05/08/2023, 13:04:54;0000001;958;Force Tiara Tiara Pendant ;B;15;3;137;
05/08/2023, 13:04:54;0000002;852;Rght Crs ;F;7;3;4403;
05/08/2023, 13:04:54;0000001;845;Tiara Tiara ;A;6;1;3581;
05/08/2023, 13:04:54;0000003;256;Force Lft Rght Rght ;C;12;3;7915;
05/08/2023, 13:04:54;0000003;987;Crs Force ;D;16;1;4836;
05/08/2023, 13:04:54;0000003;658;Lft Tribute Force ;K;22;1;7510;
05/08/2023, 13:04:54;0000003;512;Crs Lft Rght Rght ;B;1;0;5066;
05/08/2023, 13:04:54;0000001;845;Crs Tribute ;G;25;0;4494;
05/08/2023, 13:04:54;0000002;845;Pendant Tribute Crs Force ;A;8;1;8128;
05/08/2023, 13:04:54;0000002;958;Tiara Tribute ;B;7;2;1851;
05/08/2023, 13:04:54;0000003;312;Crs Pendant Force Pendant ;F;1;2;8678;
05/08/2023, 13:04:54;0000001;580;Crs Pendant ;D;15;1;3021;
05/08/2023, 13:04:54;0000001;580;Tiara Crs Rght ;I;8;0;4702;
05/08/2023, 13:04:54;0000002;897;Tribute Lft Crs Rght ;K;22;0;1807;
05/08/2023, 13:04:54;0000001;580;Pendant Lft Tiara ;B;9;1;6204;
05/08/2023, 13:04:54;0000002;256;Crs Force Lft ;G;2;2;4529;
05/08/2023, 13:04:54;0000002;436;Tiara Force Rght Lft ;K;14;3;9424;
05/08/2023, 13:04:54;0000003;582;Rght Crs ;G;21;1;7045;
05/08/2023, 13:04:54;0000003;512;Tiara Rght ;B;24;3;5236;
05/08/2023, 13:04:54;0000002;845;Tribute Lft Tribute ;G;20;0;5328;
05/08/2023, 13:04:54;0000001;512;Tribute Crs ;D;16;2;3605;
05/08/2023, 13:04:54;0000002;845;Lft Lft Lft ;H;10;3;9159;
05/08/2023, 13:04:54;0000003;897;Lft Tiara Pendant ;E;15;1;5084;
05/08/2023, 13:04:54;0000002;852;Force Pendant ;E;23;2;5784;
05/08/2023, 13:04:54;0000002;845;Tiara Lft Pendant ;D;15;0;3910;
05/08/2023, 13:04:54;0000002;582;Lft Lft ;G;20;0;5393;
05/08/2023, 13:04:54;0000003;580;Pendant Rght Rght Rght ;D;16;2;1404;
05/08/2023, 13:04:54;0000002;436;Force Rght Crs Force ;K;16;0;4089;
05/08/2023, 13:04:54;0000003;852;Force Tribute Pendant ;I;22;1;5352;
05/08/2023, 13:04:54;0000001;852;Rght Force ;A;24;2;820;
05/08/2023, 13:04:54;0000001;312;Pendant Tribute ;E;11;1;9298;
05/08/2023, 13:04:54;0000001;987;Rght Rght ;B;22;2;7866;
05/08/2023, 13:04:54;0000003;958;Tiara Tiara Force ;E;21;2;9861;
05/08/2023, 13:04:54;0000002;436;Tribute Lft Tribute ;F;1;0;3067;
05/08/2023, 13:04:54;0000001;512;Tiara Force Crs Tiara ;A;13;2;6236;
05/08/2023, 13:04:54;0000002;542;Tiara Crs Force ;I;4;2;5346;
05/08/2023, 13:04:54;0000003;256;Force Tiara Pendant ;E;12;0;4599;
05/08/2023, 13:04:54;0000002;845;Tiara Tribute Lft ;H;22;1;2646;
05/08/2023, 13:04:54;0000002;897;Tiara Tiara Force ;I;10;3;1562;
05/08/2023, 13:04:54;0000003;512;Pendant Tribute ;A;4;1;6361;
05/08/2023, 13:04:54;0000003;658;Lft Lft ;B;17;2;3408;
05/08/2023, 13:04:54;0000003;852;Force Tiara ;J;24;0;8902;
05/08/2023, 13:04:54;0000001;897;Force Rght Crs ;K;22;2;8930;
05/08/2023, 13:04:54;0000003;256;Crs Crs ;H;14;0;2702;
05/08/2023, 13:04:54;0000001;256;Tiara Crs Force ;B;23;1;3810;
05/08/2023, 13:04:54;0000002;958;Lft Tribute Force ;K;7;1;7567;
05/08/2023, 13:04:54;0000002;582;Crs Force Lft ;D;10;0;2819;
05/08/2023, 13:04:54;0000001;958;Crs Force ;A;24;2;533;
05/08/2023, 13:04:54;0000001;256;Rght Rght ;B;25;0;7727;
05/08/2023, 13:04:54;0000001;845;Rght Tiara Force ;J;12;3;7261;
05/08/2023, 13:04:54;0000001;582;Tribute Rght Force ;F;14;0;6432;
05/08/2023, 13:04:54;0000003;580;Force Lft Tribute Tiara ;A;12;3;6471;
05/08/2023, 13:04:54;0000002;987;Tribute Rght Tiara ;J;16;3;7339;
05/08/2023, 13:04:54;0000003;852;Tiara Force Crs Tiara ;J;12;0;8091;
05/08/2023, 13:04:54;0000001;542;Pendant Force ;F;8;1;8378;
05/08/2023, 13:04:54;0000001;987;Rght Pendant ;D;16;0;2461;
05/08/2023, 13:04:54;0000002;845;Force Crs Rght ;K;2;1;5244;
05/08/2023, 13:04:54;0000003;542;Crs Crs Crs ;D;20;1;7365;
05/08/2023, 13:04:54;0000003;436;Force Rght Crs ;K;14;0;8116;
05/08/2023, 13:04:54;0000001;987;Lft Pendant ;A;2;1;5985;
05/08/2023, 13:04:54;0000003;582;Tiara Tribute Rght Tribute ;E;22;3;8707;
05/08/2023, 13:04:54;0000001;312;Pendant Force Force ;K;4;3;9494;
05/08/2023, 13:04:54;0000002;312;Lft Lft ;A;16;3;8453;
05/08/2023, 13:04:54;0000003;958;Crs Pendant ;F;6;2;2516;
05/08/2023, 13:04:54;0000001;658;Crs Pendant Tiara Rght ;K;2;0;3754;
05/08/2023, 13:04:54;0000002;852;Pendant Pendant Lft Tiara ;E;5;2;860;
05/08/2023, 13:04:54;0000002;256;Rght Force Tiara Tiara ;G;23;3;7306;
05/08/2023, 13:04:54;0000003;852;Pendant Tribute Tiara ;C;13;2;6058;
05/08/2023, 13:04:54;0000001;658;Force Pendant ;F;22;3;67;
05/08/2023, 13:04:54;0000003;958;Crs Tiara Rght Tiara ;H;7;2;6906;
05/08/2023, 13:04:54;0000002;512;Crs Tribute Rght Lft ;A;13;0;2534;
05/08/2023, 13:04:54;0000001;658;Lft Crs ;D;25;2;982;
05/08/2023, 13:04:54;0000002;987;Pendant Tiara Crs Tiara ;H;5;0;6246;
05/08/2023, 13:04:54;0000003;512;Pendant Force Force ;G;13;3;7348;
05/08/2023, 13:04:54;0000002;897;Force Tiara ;H;2;0;5163;
05/08/2023, 13:04:54;0000001;436;Lft Lft Force Force ;H;25;0;3676;
05/08/2023, 13:04:54;0000001;512;Tiara Rght ;B;9;0;8585;
05/08/2023, 13:04:54;0000001;897;Lft Force Pendant Rght ;G;10;1;7180;
05/08/2023, 13:04:54;0000002;852;Lft Pendant ;K;22;1;1749;
05/08/2023, 13:04:54;0000001;582;Pendant Tribute Rght Lft ;F;6;2;3947;
05/08/2023, 13:04:54;0000003;658;Lft Crs Force Force ;B;21;0;4181;
05/08/2023, 13:04:54;0000001;436;Tiara Rght Lft ;G;12;1;8120;
05/08/2023, 13:04:54;0000001;845;Crs Tiara Rght Tiara ;A;15;2;1542;
05/08/2023, 13:04:54;0000002;987;Crs Force ;G;21;0;114;
05/08/2023, 13:04:54;0000001;658;Tribute Rght Tiara ;I;15;0;3007;
05/08/2023, 13:04:54;0000002;845;Crs Lft Crs ;E;20;3;5526;
05/08/2023, 13:04:54;0000003;542;Pendant Crs Pendant Force ;B;21;1;3774;
