data;article;color;desc_article;passadis;estanteria;altura;quantitat
05/08/2023, 13:04:54;0000003;845;Tribute Tribute Force ;A;4;2;9384;
05/08/2023, 13:04:54;0000002;542;Tiara Tribute Rght Tribute ;B;25;1;8916;
05/08/2023, 13:04:54;0000001;582;Pendant Rght Tribute ;C;9;2;279;
05/08/2023, 13:04:54;0000001;312;Crs Pendant Lft Crs ;A;25;1;6582;
05/08/2023, 13:04:54;0000001;512;Lft Rght Tiara Pendant ;F;10;0;8454;
05/08/2023, 13:04:54;0000002;852;Force Rght Crs Force ;E;17;0;8060;
05/08/2023, 13:04:54;0000002;987;Force Rght ;G;18;1;3969;
05/08/2023, 13:04:54;0000002;987;Lft Rght Rght ;F;13;3;6902;
05/08/2023, 13:04:54;0000002;542;Tiara Tribute Rght Pendant ;E;11;2;4690;
05/08/2023, 13:04:54;0000002;897;Tiara Rght Crs ;H;13;0;6265;
05/08/2023, 13:04:54;0000002;582;Tiara Tribute Rght Tribute ;D;2;1;3178;
05/08/2023, 13:04:54;0000002;658;Force Rght ;E;17;2;3313;
05/08/2023, 13:04:54;0000002;582;Lft Tribute Crs Lft ;H;8;0;1541;
05/08/2023, 13:04:54;0000002;436;Crs Tiara Lft Crs ;H;3;2;7015;
05/08/2023, 13:04:54;0000003;958;Tiara Rght Lft ;F;10;1;3629;
05/08/2023, 13:04:54;0000003;582;Tiara Crs Rght ;B;21;3;530;
05/08/2023, 13:04:54;0000002;312;Crs Tiara ;I;4;0;9363;
05/08/2023, 13:04:54;0000001;897;Tribute Rght Tiara ;I;22;1;3533;
05/08/2023, 13:04:54;0000003;658;Force Lft Rght Rght ;F;9;0;363;
05/08/2023, 13:04:54;0000003;542;Tiara Pendant Rght ;H;9;1;2457;
05/08/2023, 13:04:54;0000002;582;Tiara Rght Lft ;J;25;2;4806;
05/08/2023, 13:04:54;0000001;436;Lft Tiara Pendant ;H;2;2;3921;
05/08/2023, 13:04:54;0000002;580;Force Pendant ;G;12;0;8054;
05/08/2023, 13:04:54;0000002;580;Crs Tiara Lft Crs ;G;20;3;4793;
05/08/2023, 13:04:54;0000001;512;Pendant Rght Crs ;E;17;2;4320;
05/08/2023, 13:04:54;0000002;582;Rght Crs ;D;16;3;7409;
05/08/2023, 13:04:54;0000001;436;Lft Force ;I;1;3;9762;
05/08/2023, 13:04:54;0000003;580;Tribute Crs Rght ;H;20;3;547;
05/08/2023, 13:04:54;0000002;658;Pendant Pendant Lft Tiara ;K;9;0;5508;
05/08/2023, 13:04:54;0000002;845;Crs Lft Lft ;F;4;0;5661;
05/08/2023, 13:04:54;0000003;436;Tiara Lft Pendant ;F;16;3;8221;
05/08/2023, 13:04:54;0000003;958;Tribute Crs Rght ;H;23;2;9096;
05/08/2023, 13:04:54;0000003;658;Force Rght Crs ;C;14;3;7322;
05/08/2023, 13:04:54;0000001;958;Tribute Rght Tiara ;B;12;2;3817;
05/08/2023, 13:04:54;0000003;852;Force Rght ;C;5;3;9848;
05/08/2023, 13:04:54;0000001;312;Force Rght Crs ;E;25;2;9153;
05/08/2023, 13:04:54;0000001;958;Tiara Force Crs Tiara ;G;12;0;8446;
05/08/2023, 13:04:54;0000001;845;Tribute Tribute ;F;3;0;3085;
05/08/2023, 13:04:54;0000003;897;Rght Tribute Lft ;D;19;2;5295;
05/08/2023, 13:04:54;0000002;436;Rght Rght ;D;25;1;7445;
05/08/2023, 13:04:54;0000002;256;Rght Tiara Force Tribute ;F;20;1;6489;
05/08/2023, 13:04:54;0000002;436;Tribute Tribute ;G;6;3;6545;
05/08/2023, 13:04:54;0000001;582;Force Lft Pendant Lft ;A;1;1;8336;
05/08/2023, 13:04:54;0000003;958;Pendant Force ;H;23;2;1397;
05/08/2023, 13:04:54;0000003;845;Pendant Crs ;E;14;0;8979;
05/08/2023, 13:04:54;0000003;542;Tribute Rght Crs ;E;19;1;167;
05/08/2023, 13:04:54;0000002;897;Lft Force Pendant Rght ;I;14;3;6537;
05/08/2023, 13:04:54;0000002;658;Crs Pendant Force Pendant ;D;14;1;9119;
05/08/2023, 13:04:54;0000001;845;Tiara Crs ;K;22;3;853;
05/08/2023, 13:04:54;0000002;845;Tribute Force ;A;5;0;9401;
05/08/2023, 13:04:54;0000001;582;Tiara Crs Rght ;J;19;0;4469;
05/08/2023, 13:04:54;0000002;256;Force Force Tribute ;K;11;2;6272;
05/08/2023, 13:04:54;0000002;512;Pendant Force Force ;D;4;1;2043;
05/08/2023, 13:04:54;0000001;580;Pendant Tiara ;G;10;2;6584;
05/08/2023, 13:04:54;0000001;580;Force Crs Force ;H;2;0;3592;
05/08/2023, 13:04:54;0000003;582;Pendant Rght Crs ;A;11;2;7976;
05/08/2023, 13:04:54;0000002;658;Crs Lft Crs ;A;13;1;1319;
05/08/2023, 13:04:54;0000003;897;Tiara Force Crs Tiara ;C;10;1;9748;
05/08/2023, 13:04:54;0000002;958;Tribute Crs Force ;F;14;1;9387;
05/08/2023, 13:04:54;0000002;542;Tiara Tribute Force ;J;11;1;5319;
05/08/2023, 13:04:54;0000002;897;Tiara Tiara ;C;6;0;398;
05/08/2023, 13:04:54;0000003;580;Pendant Force ;I;9;2;995;
05/08/2023, 13:04:54;0000003;580;Tribute Rght Tiara ;I;8;3;8214;
05/08/2023, 13:04:54;0000003;582;Tiara Tribute ;C;10;0;6641;
05/08/2023, 13:04:54;0000002;312;Tribute Crs ;G;13;2;8929;
05/08/2023, 13:04:54;0000003;852;Pendant Crs ;G;19;2;9804;
05/08/2023, 13:04:54;0000003;852;Pendant Force ;D;17;0;771;
05/08/2023, 13:04:54;0000003;958;Tribute Force ;D;5;0;2556;
05/08/2023, 13:04:54;0000003;582;Crs Tribute Lft ;B;24;0;5958;
05/08/2023, 13:04:54;0000002;312;Lft Force ;A;8;0;5722;
05/08/2023, 13:04:54;0000003;312;Tiara Tribute Force ;B;11;0;3603;
05/08/2023, 13:04:54;0000001;312;Crs Lft Lft ;F;13;0;6563;
05/08/2023, 13:04:54;0000002;436;Pendant Tiara Lft ;C;11;0;4182;
05/08/2023, 13:04:54;0000001;658;Tiara Tribute ;K;4;1;2089;
05/08/2023, 13:04:54;0000002;512;Tiara Rght Crs ;F;12;2;8708;
05/08/2023, 13:04:54;0000001;542;Tribute Rght Tiara ;A;16;2;8179;
05/08/2023, 13:04:54;0000003;897;Lft Lft ;F;20;2;2483;
05/08/2023, 13:04:54;0000003;436;Lft Lft ;J;22;3;7915;
05/08/2023, 13:04:54;0000001;542;Tiara Crs Force ;H;7;1;8826;
05/08/2023, 13:04:54;0000002;897;Tiara Tiara ;B;10;1;195;
05/08/2023, 13:04:54;0000002;658;Crs Force ;D;6;0;6655;
05/08/2023, 13:04:54;0000003;852;Force Tiara Tiara Pendant ;H;21;3;1229;
05/08/2023, 13:04:54;0000001;658;Force Pendant ;B;6;1;9857;
05/08/2023, 13:04:54;0000003;542;Pendant Force Force ;C;17;2;9233;
05/08/2023, 13:04:54;0000002;958;Tribute Crs Rght ;K;12;2;674;
05/08/2023, 13:04:54;0000001;256;Crs Lft Lft ;D;11;0;3333;
05/08/2023, 13:04:54;0000002;582;Force Pendant ;E;12;2;8815;
05/08/2023, 13:04:54;0000002;897;Crs Lft Crs ;A;21;1;1644;
05/08/2023, 13:04:54;0000003;312;Tribute Lft ;J;17;3;2733;
05/08/2023, 13:04:54;0000001;436;Force Lft Pendant Lft ;K;16;1;9541;
05/08/2023, 13:04:54;0000002;987;Lft Lft Force Force ;E;23;3;6514;
05/08/2023, 13:04:54;0000001;958;Pendant Force ;F;15;2;3180;
05/08/2023, 13:04:54;0000001;852;Crs Tiara Rght Tiara ;D;22;1;6929;
05/08/2023, 13:04:54;0000003;845;Lft Rght Rght ;E;10;3;2165;
05/08/2023, 13:04:54;0000003;582;Crs Crs ;C;23;1;2521;
05/08/2023, 13:04:54;0000002;312;Pendant Pendant Lft Tiara ;D;20;2;3837;
05/08/2023, 13:04:54;0000002;580;Tribute Tribute ;C;1;2;8774;
05/08/2023, 13:04:54;0000002;958;Tiara Rght ;J;12;3;4578;
05/08/2023, 13:04:54;0000001;897;Rght Crs ;C;25;3;4966;
05/08/2023, 13:04:54;0000003;658;Lft Tiara Force Pendant ;B;10;3;9275;
05/08/2023, 13:04:54;0000003;987;Pendant Tribute ;H;7;3;9367;
05/08/2023, 13:04:54;0000003;658;Crs Tribute Rght Lft ;A;22;0;941;
05/08/2023, 13:04:54;0000002;512;Crs Tiara Rght Tiara ;D;6;0;2951;
05/08/2023, 13:04:54;0000002;845;Tribute Tribute ;C;2;2;5674;
05/08/2023, 13:04:54;0000001;542;Tribute Lft Crs Rght ;E;19;3;5382;
05/08/2023, 13:04:54;0000001;582;Tribute Force Rght Tiara ;K;1;1;5641;
05/08/2023, 13:04:54;0000002;512;Crs Tribute Rght Lft ;E;8;2;5751;
05/08/2023, 13:04:54;0000002;312;Tribute Force Rght Tiara ;B;1;2;1951;
05/08/2023, 13:04:54;0000003;582;Crs Tiara ;J;5;2;6038;
05/08/2023, 13:04:54;0000002;512;Lft Pendant Pendant ;A;22;2;5872;
05/08/2023, 13:04:54;0000001;582;Pendant Force ;E;16;1;3698;
05/08/2023, 13:04:54;0000002;658;Crs Crs Tribute Pendant ;D;23;0;8622;
05/08/2023, 13:04:54;0000001;512;Crs Force ;I;10;3;8196;
05/08/2023, 13:04:54;0000001;958;Rght Tiara Force ;E;4;1;4322;
05/08/2023, 13:04:54;0000003;658;Lft Tribute Pendant ;F;23;2;9927;
05/08/2023, 13:04:54;0000002;312;Rght Tiara Force ;E;7;0;7902;
05/08/2023, 13:04:54;0000001;582;Crs Tiara Tribute ;C;17;0;5118;
05/08/2023, 13:04:54;0000001;987;Pendant Crs ;C;22;3;5339;
05/08/2023, 13:04:54;0000001;542;Lft Rght Tiara Pendant ;E;14;3;6894;
05/08/2023, 13:04:54;0000002;312;Force Crs Force ;K;11;0;7767;
05/08/2023, 13:04:54;0000002;987;Pendant Tiara Crs Tiara ;C;9;3;8706;
05/08/2023, 13:04:54;0000002;897;Force Tiara ;G;13;1;197;
05/08/2023, 13:04:54;0000002;897;Rght Tiara Force ;C;4;3;6818;
05/08/2023, 13:04:54;0000003;897;Tiara Tribute Rght Pendant ;E;17;1;5022;
05/08/2023, 13:04:54;0000002;312;Crs Pendant Tiara ;G;12;0;6263;
05/08/2023, 13:04:54;0000003;987;Lft Tribute Force ;D;10;3;5368;
05/08/2023, 13:04:54;0000001;958;Crs Pendant ;H;8;2;20;
05/08/2023, 13:04:54;0000002;512;Tiara Tribute ;F;7;2;2749;
05/08/2023, 13:04:54;0000002;580;Tiara Rght Lft ;C;6;1;2908;
05/08/2023, 13:04:54;0000003;958;Rght Crs ;C;24;2;4904;
05/08/2023, 13:04:54;0000003;542;Force Crs Force ;J;8;2;6404;
05/08/2023, 13:04:54;0000001;958;Force Tribute Pendant ;H;1;0;9066;
05/08/2023, 13:04:54;0000001;312;Lft Tribute Crs Lft ;K;20;0;2640;
05/08/2023, 13:04:54;0000002;845;Tiara Force Crs Tiara ;E;7;0;5961;
05/08/2023, 13:04:54;0000001;512;Lft Pendant Pendant ;G;24;1;261;
05/08/2023, 13:04:54;0000003;852;Force Rght ;C;10;3;4711;
05/08/2023, 13:04:54;0000001;312;Tiara Rght ;K;9;3;486;
05/08/2023, 13:04:54;0000002;436;Crs Rght Tiara ;G;5;3;9062;
05/08/2023, 13:04:54;0000003;312;Tribute Rght Crs ;E;2;1;9196;
05/08/2023, 13:04:54;0000003;987;Pendant Crs Pendant Lft ;G;20;3;5615;
05/08/2023, 13:04:54;0000001;512;Crs Crs ;E;13;0;6039;
05/08/2023, 13:04:54;0000002;436;Tiara Rght ;D;3;3;366;
05/08/2023, 13:04:54;0000003;897;Crs Pendant Tiara Rght ;B;13;3;2323;
05/08/2023, 13:04:54;0000002;580;Rght Crs ;D;7;3;6121;
05/08/2023, 13:04:54;0000003;512;Crs Rght ;J;18;2;7396;
05/08/2023, 13:04:54;0000003;436;Pendant Tribute Rght Lft ;F;6;3;220;
05/08/2023, 13:04:54;0000001;845;Force Tiara Tiara Pendant ;J;14;1;2889;
05/08/2023, 13:04:54;0000001;897;Force Crs Force ;J;25;1;2036;
05/08/2023, 13:04:54;0000001;512;Tribute Rght ;J;12;1;6969;
05/08/2023, 13:04:54;0000002;845;Tiara Force Crs Tiara ;I;18;3;4;
05/08/2023, 13:04:54;0000002;582;Pendant Force ;B;11;3;3322;
05/08/2023, 13:04:54;0000003;580;Pendant Rght Crs ;K;12;3;9163;
05/08/2023, 13:04:54;0000002;897;Tiara Crs Rght ;E;21;0;7760;
05/08/2023, 13:04:54;0000001;897;Tiara Tribute Rght Pendant ;K;2;2;2154;
05/08/2023, 13:04:54;0000003;658;Pendant Crs Crs Crs ;J;19;2;8495;
05/08/2023, 13:04:54;0000001;512;Lft Tribute Crs Lft ;F;18;2;1250;
05/08/2023, 13:04:54;0000001;312;Tribute Rght Tiara ;A;18;1;4664;
05/08/2023, 13:04:54;0000001;658;Tiara Tribute Lft ;H;9;3;3091;
05/08/2023, 13:04:54;0000003;436;Force Crs Rght ;J;14;2;9320;
05/08/2023, 13:04:54;0000003;852;Tribute Lft ;B;10;2;2927;
05/08/2023, 13:04:54;0000001;658;Crs Crs Crs ;K;14;3;61;
05/08/2023, 13:04:54;0000001;845;Crs Tiara ;A;18;1;7153;
05/08/2023, 13:04:54;0000001;987;Force Crs ;J;3;0;1604;
05/08/2023, 13:04:54;0000002;580;Lft Crs Force Force ;I;12;3;8140;
05/08/2023, 13:04:54;0000002;312;Lft Rght ;I;9;0;2250;
05/08/2023, 13:04:54;0000003;852;Crs Force Pendant Pendant ;J;18;0;5672;
05/08/2023, 13:04:54;0000003;542;Rght Force ;H;12;0;6909;
05/08/2023, 13:04:54;0000002;852;Tiara Crs Rght ;A;13;2;4880;
05/08/2023, 13:04:54;0000001;958;Force Rght ;F;10;0;1217;
05/08/2023, 13:04:54;0000002;658;Crs Tribute Rght Lft ;G;6;3;9238;
05/08/2023, 13:04:54;0000001;852;Crs Pendant ;E;2;2;6100;
05/08/2023, 13:04:54;0000001;658;Tiara Rght Lft ;G;19;2;7687;
05/08/2023, 13:04:54;0000001;958;Force Crs Force ;I;19;3;9332;
05/08/2023, 13:04:54;0000002;582;Tiara Force Rght Lft ;H;9;0;9627;
05/08/2023, 13:04:54;0000001;312;Lft Force ;K;14;1;4908;
05/08/2023, 13:04:54;0000001;958;Tiara Rght Lft ;I;25;2;5875;
05/08/2023, 13:04:54;0000003;582;Force Force Tribute ;D;24;2;6416;
05/08/2023, 13:04:54;0000002;658;Tiara Tribute ;F;2;1;4427;
05/08/2023, 13:04:54;0000002;580;Force Crs ;J;5;2;5308;
05/08/2023, 13:04:54;0000001;512;Pendant Force ;K;10;0;7055;
05/08/2023, 13:04:54;0000001;958;Crs Lft Rght Rght ;G;18;1;3991;
05/08/2023, 13:04:54;0000002;897;Pendant Crs Pendant Lft ;C;5;0;8084;
05/08/2023, 13:04:54;0000003;958;Crs Force Pendant Pendant ;B;9;0;12;
05/08/2023, 13:04:54;0000002;897;Lft Rght ;F;2;3;5384;
05/08/2023, 13:04:54;0000003;582;Force Crs Force ;D;8;1;2916;
05/08/2023, 13:04:54;0000001;958;Rght Crs ;H;14;1;3322;
05/08/2023, 13:04:54;0000001;845;Tribute Lft Tribute ;C;1;3;4574;
05/08/2023, 13:04:54;0000001;852;Lft Pendant ;D;12;1;1692;
05/08/2023, 13:04:54;0000003;580;Lft Rght ;H;1;1;2115;
05/08/2023, 13:04:54;0000003;436;Tiara Rght Lft ;E;14;2;4782;
05/08/2023, 13:04:54;0000001;852;Tribute Rght ;B;8;0;1050;
05/08/2023, 13:04:54;0000003;582;Force Rght ;I;14;1;882;
05/08/2023, 13:04:54;0000001;312;Tiara Lft Pendant ;A;24;0;5087;
05/08/2023, 13:04:54;0000001;852;Pendant Rght Tribute Tiara ;D;15;0;314;
05/08/2023, 13:04:54;0000002;658;Crs Crs ;J;11;1;5688;
05/08/2023, 13:04:54;0000003;436;Tiara Pendant Tiara Force ;J;10;2;1976;
05/08/2023, 13:04:54;0000003;580;Force Force Tribute ;K;15;0;4269;
05/08/2023, 13:04:54;0000001;542;Lft Pendant Pendant ;J;18;1;3186;
05/08/2023, 13:04:54;0000002;958;Tribute Rght Force ;J;17;3;1411;
05/08/2023, 13:04:54;0000003;987;Pendant Tribute Rght Lft ;F;25;2;7351;
05/08/2023, 13:04:54;0000002;958;Lft Lft ;H;1;1;1359;
05/08/2023, 13:04:54;0000003;256;Lft Pendant ;G;24;2;2477;
05/08/2023, 13:04:54;0000003;852;Tiara Rght Crs ;F;2;1;1238;
05/08/2023, 13:04:54;0000002;845;Lft Rght Tiara Pendant ;G;18;3;7687;
05/08/2023, 13:04:54;0000003;897;Tribute Tribute ;D;10;3;1984;
05/08/2023, 13:04:54;0000002;845;Pendant Force Force ;D;14;3;3450;
05/08/2023, 13:04:54;0000003;658;Lft Tiara Force Pendant ;H;25;1;8015;
05/08/2023, 13:04:54;0000002;897;Tribute Tiara Tribute ;F;16;2;8721;
05/08/2023, 13:04:54;0000003;582;Tiara Tribute Rght Pendant ;F;21;2;8096;
05/08/2023, 13:04:54;0000001;852;Rght Tribute ;E;18;2;8947;
05/08/2023, 13:04:54;0000001;582;Tiara Rght Lft ;F;16;1;9818;
05/08/2023, 13:04:54;0000003;436;Crs Force Lft ;H;24;0;2639;
05/08/2023, 13:04:54;0000002;256;Lft Tribute Force ;I;20;2;7356;
05/08/2023, 13:04:54;0000003;658;Force Crs Force ;K;10;0;5847;
05/08/2023, 13:04:54;0000001;852;Pendant Rght Rght Rght ;B;22;0;3409;
05/08/2023, 13:04:54;0000003;256;Lft Tribute Force ;C;4;3;9462;
05/08/2023, 13:04:54;0000003;958;Crs Pendant Tiara Rght ;C;20;2;116;
05/08/2023, 13:04:54;0000003;542;Crs Tiara ;G;16;0;1683;
05/08/2023, 13:04:54;0000002;852;Pendant Tiara Crs Tiara ;J;22;1;874;
05/08/2023, 13:04:54;0000002;845;Pendant Tiara ;J;15;2;2741;
05/08/2023, 13:04:54;0000001;987;Pendant Tribute Rght Lft ;C;4;3;3168;
05/08/2023, 13:04:54;0000001;658;Tiara Tiara Crs Force ;K;2;1;8774;
05/08/2023, 13:04:54;0000001;312;Pendant Tribute Crs Force ;B;6;3;5810;
05/08/2023, 13:04:54;0000003;897;Lft Rght ;I;11;2;6984;
05/08/2023, 13:04:54;0000003;512;Crs Tribute ;K;24;1;4570;
05/08/2023, 13:04:54;0000002;580;Force Pendant ;A;25;3;2512;
05/08/2023, 13:04:54;0000001;845;Lft Tribute Crs Lft ;D;3;2;1547;
05/08/2023, 13:04:54;0000003;658;Tribute Lft ;J;5;3;3997;
05/08/2023, 13:04:54;0000001;580;Crs Tribute Lft ;B;12;0;1594;
05/08/2023, 13:04:54;0000002;852;Lft Tribute Pendant ;K;14;1;7395;
05/08/2023, 13:04:54;0000002;958;Tiara Tiara Crs Force ;G;24;3;2327;
05/08/2023, 13:04:54;0000001;542;Force Tiara Pendant Tribute ;I;8;0;8380;
05/08/2023, 13:04:54;0000001;852;Pendant Lft Tiara ;A;17;3;3955;
05/08/2023, 13:04:54;0000002;582;Tribute Crs Pendant ;E;5;2;1985;
05/08/2023, 13:04:54;0000002;582;Force Pendant ;F;12;3;7118;
05/08/2023, 13:04:54;0000002;658;Tiara Tiara Force ;F;23;1;5461;
05/08/2023, 13:04:54;0000003;436;Rght Rght ;C;16;2;5631;
05/08/2023, 13:04:54;0000002;256;Force Pendant ;F;17;1;204;
05/08/2023, 13:04:54;0000002;987;Lft Pendant ;G;21;1;2051;
05/08/2023, 13:04:54;0000003;582;Crs Force ;I;3;1;3120;
05/08/2023, 13:04:54;0000002;658;Tiara Lft Pendant ;I;3;3;6068;
05/08/2023, 13:04:54;0000003;580;Rght Tribute Lft ;E;22;1;4803;
05/08/2023, 13:04:54;0000001;845;Tiara Rght ;K;10;1;7890;
05/08/2023, 13:04:54;0000001;580;Crs Crs ;A;25;0;9541;
05/08/2023, 13:04:54;0000001;582;Force Pendant ;C;5;0;6024;
05/08/2023, 13:04:54;0000003;658;Force Pendant ;A;14;1;5699;
05/08/2023, 13:04:54;0000002;580;Pendant Force ;J;1;0;529;
05/08/2023, 13:04:54;0000003;897;Tiara Tribute Lft ;C;25;2;8948;
05/08/2023, 13:04:54;0000001;658;Lft Rght Tiara Pendant ;G;11;3;654;
05/08/2023, 13:04:54;0000003;512;Tribute Tribute Force ;B;22;3;4830;
05/08/2023, 13:04:54;0000002;582;Force Crs Rght ;F;24;0;7185;
05/08/2023, 13:04:54;0000001;845;Force Lft Pendant Lft ;I;3;1;8686;
05/08/2023, 13:04:54;0000001;852;Crs Lft Lft ;K;8;2;9543;
05/08/2023, 13:04:54;0000002;542;Tiara Crs Rght ;J;7;2;892;
05/08/2023, 13:04:54;0000002;512;Force Rght Crs ;H;20;1;1668;
05/08/2023, 13:04:54;0000002;582;Crs Pendant ;I;8;3;4374;
05/08/2023, 13:04:54;0000003;512;Pendant Lft Tiara ;K;19;3;8758;
05/08/2023, 13:04:54;0000002;582;Rght Tiara Force ;G;9;2;1678;
05/08/2023, 13:04:54;0000001;852;Lft Tribute Pendant ;E;19;2;1939;
05/08/2023, 13:04:54;0000002;582;Crs Tiara Rght Tiara ;E;5;1;5775;
05/08/2023, 13:04:54;0000001;312;Lft Tiara Force Pendant ;J;8;2;7260;
05/08/2023, 13:04:54;0000003;582;Tiara Tribute ;D;10;0;4124;
05/08/2023, 13:04:54;0000002;958;Tiara Tribute Force ;B;22;3;2252;
05/08/2023, 13:04:54;0000001;312;Crs Force Pendant Pendant ;D;14;3;7308;
05/08/2023, 13:04:54;0000003;512;Tribute Force ;F;15;0;6589;
05/08/2023, 13:04:54;0000001;852;Crs Pendant ;C;22;0;2240;
05/08/2023, 13:04:54;0000001;582;Rght Force ;B;14;3;9584;
05/08/2023, 13:04:54;0000002;542;Tiara Tribute Force ;H;16;0;8015;
05/08/2023, 13:04:54;0000002;582;Crs Tiara ;C;9;2;631;
05/08/2023, 13:04:54;0000001;958;Tribute Crs Rght ;K;24;1;5607;
05/08/2023, 13:04:54;0000001;845;Force Tribute Lft Tiara ;I;24;1;3395;
